gene_id
100009600
100009609
100009614
100012
100017
100019
100033459
100034251
100034361
100034684
100034726
100034729
100034739
100036518
100036521
100036537
100037258
100037260
100037262
100037278
100037282
100037283
100037396
100038347
100038358
100038363
100038371
100038394
100038410
100038417
100038454
100038468
100038481
100038527
100038538
100038554
100038570
100038577
100038584
100038595
100038600
100038607
100038608
100038617
100038623
100038627
100038628
100038638
100038657
100038666
100038689
100038693
100038699
100038709
100038712
100038718
100038734
100038743
100038752
100038846
100038847
100038854
100038859
100038860
100038862
100038882
100038909
100038912
100038914
100038927
100038941
100038947
100038948
100038977
100038982
100038993
100039008
100039028
100039030
100039042
100039043
100039045
100039052
100039054
100039060
100039065
100039089
100039109
100039116
100039120
100039133
100039139
100039150
100039206
100039211
100039227
100039293
100039315
100039319
100039348
100039436
100039499
100039550
100039551
100039574
100039614
100039624
100039641
100039660
100039672
100039684
100039707
100039727
100039753
100039781
100039795
100039796
100039801
100039805
100039810
100039863
100039864
100039890
100039913
100039934
100039939
100039948
100039957
100039968
100040016
100040022
100040031
100040048
100040049
100040160
100040201
100040208
100040223
100040233
100040248
100040259
100040268
100040276
100040294
100040322
100040462
100040531
100040533
100040591
100040596
100040599
100040606
100040608
100040617
100040631
100040635
100040671
100040724
100040736
100040766
100040786
100040843
100040851
100040852
100040854
100040861
100040867
100040880
100040911
100040937
100040972
100040999
100041077
100041085
100041096
100041187
100041223
100041230
100041231
100041244
100041253
100041256
100041261
100041269
100041290
100041294
100041311
100041351
100041352
100041354
100041375
100041379
100041412
100041434
100041449
100041488
100041546
100041550
100041574
100041576
100041581
100041586
100041605
100041618
100041621
100041654
100041655
100041658
100041677
100041687
100041688
100041694
100041724
100041759
100041787
100041797
100041811
100041890
100041895
100041952
100041979
100042049
100042056
100042065
100042149
100042150
100042165
100042173
100042254
100042314
100042332
100042342
100042415
100042428
100042437
100042450
100042453
100042464
100042480
100042485
100042498
100042499
100042539
100042555
100042584
100042591
100042636
100042653
100042679
100042715
100042757
100042761
100042781
100042782
100042784
100042786
100042810
100042848
100042855
100042891
100042894
100042921
100042922
100042948
100042964
100042966
100042970
100042976
100042980
100042996
100043013
100043016
100043025
100043034
100043040
100043051
100043057
100043058
100043061
100043067
100043079
100043083
100043100
100043101
100043102
100043103
100043108
100043125
100043133
100043160
100043188
100043194
100043200
100043213
100043216
100043224
100043225
100043227
100043229
100043232
100043239
100043247
100043254
100043272
100043292
100043305
100043314
100043315
100043335
