"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"0610005C13Rik",2857.18376478563,0.19008692123374,0.190915479312559,0.995660079099913,0.319415332955341,0.841559435325026
"0610009B22Rik",402.24420069849,-0.10584101522437,0.137686468734563,-0.768710362006698,0.44206527215865,0.898910205251895
"0610009E02Rik",6.05600519521099,-0.227187788318198,0.508839573805889,-0.446482152751871,0.655249001688235,0.953653013685311
"0610009L18Rik",13.4076636572976,0.32490687356353,0.410955909137852,0.790612487468925,0.429170157562617,0.893366020480223
"0610010F05Rik",284.469895645021,-0.00704486036042585,0.183300314664467,-0.0384334329884897,0.96934210499537,0.996515721387661
"0610010K14Rik",24.684284317935,0.539587372810555,0.358898705719188,1.50345310309573,0.132722241629259,0.665968541395904
"0610012D04Rik",2.08383330906528,0.106903921585283,0.947876974647416,0.11278248596032,0.910203003919077,NA
"0610012G03Rik",937.65234568477,-0.137828833332048,0.222453174881009,-0.619585822525453,0.535530503107135,0.926641750364997
"0610025J13Rik",1.20452540618477,2.10125608760858,1.41574739721507,1.48420268456222,0.137755157825232,NA
"0610030E20Rik",721.106925601697,0.298662863954036,0.138767038874329,2.15226084217674,0.0313768160625693,0.365569114271544
"0610031O16Rik",509.239552423836,0.400820921608252,0.270583079090729,1.48132293769136,0.138520538987972,0.675938569948828
"0610038B21Rik",2.09133885155518,0.860976953033927,1.03556483189616,0.831408064966289,0.405743144546293,NA
"0610039K10Rik",5.42620618136455,-1.38784496385186,0.735070495849651,-1.88804335324013,0.0590201305819982,0.48683638752207
"0610040B10Rik",28.6259817920385,0.571713848977714,0.30204247862983,1.89282597458214,0.0583810161206311,0.484609448357091
"0610040F04Rik",2.07860763983172,-0.9695178707003,1.2293174010454,-0.788663586699276,0.430308655709378,NA
"0610040J01Rik",546.775387539866,-0.00823296202523837,0.190297611134842,-0.0432636120660738,0.965491397412954,0.99607334453148
"0610043K17Rik",32.0038191592393,0.287569914985231,0.319782736082718,0.89926654111448,0.368510704697908,0.868321644187448
"1010001B22Rik",8.27020273891523,0.604525665208784,0.563358823570103,1.07307392716031,0.283237948156786,0.826744557694094
"1010001N08Rik",57.7780104378051,-0.0424688564945442,0.256007078075816,-0.165889384050417,0.868244002039345,0.987871199481513
"1110002E22Rik",17.7540779204458,-0.139230973250839,0.450732576885484,-0.308899290601337,0.757398136454653,0.971090223737315
"1110002J07Rik",14.4698419979969,1.15163409040507,0.459816752536633,2.50455009316635,0.0122607242026975,0.219353752700758
"1110002L01Rik",38.2911147101276,-0.201193994848834,0.31485521048247,-0.639004812848842,0.522819800941851,0.92259530432065
"1110002O04Rik",0.0862155520764431,-0.491540227950701,3.40298119687416,-0.144444003511453,0.885149871338615,NA
"1110003F10Rik",5.97606071982939,-0.495843933301982,0.466224110051249,-1.06353129881566,0.287541079178173,0.829050436277147
"1110004F10Rik",982.989283206169,-0.0644756048200062,0.133614405132509,-0.482549802591,0.62941542853433,0.948668556631653
"1110006O24Rik",13.96645040749,0.443791879070777,0.45140794927103,0.983128187679124,0.325544352801463,0.842907919174856
"1110008P14Rik",292.332892821205,-0.179810194000218,0.185273226335454,-0.970513643858372,0.331790527402776,0.84739329714019
"1110012L19Rik",227.028974066951,-0.00934320353226487,0.165787373740004,-0.0563565446601339,0.955057774242269,0.995328179418699
"1110013H19Rik",16.442132074351,0.641492726281017,0.498752104004477,1.28619552906239,0.198374831024591,0.757805687915018
"1110015O18Rik",0.0532864228880261,-0.491540227950701,3.40298119687416,-0.144444003511453,0.885149871338615,NA
"1110017D15Rik",1.17914265919952,2.12681854226209,1.40516423389023,1.51357292689834,0.130134191917062,NA
"1110018N20Rik",19.0299991426625,0.350696612847382,0.49011917143094,0.71553335043699,0.474279540720232,0.91135619775364
"1110019D14Rik",46.7576406613736,0.0760900741368906,0.259065758743856,0.293709498722764,0.768979895363905,0.972392896323202
"1110020A21Rik",42.1725963644031,0.49181346836666,0.329317387867016,1.49343304206355,0.135323869160726,0.669650336980033
"1110025M09Rik",23.8153350695037,0.537117912734691,0.338538484568729,1.58657859362411,0.112608118834568,0.625741593591143
"1110028F11Rik",22.7905327219833,-0.311194869410123,0.335409064339712,-0.927806975111847,0.353507705226466,0.859911723284011
"1110032A03Rik",514.085380227128,0.0575732590341109,0.178897350139943,0.321822872105563,0.747586885922641,0.969003994527882
"1110032F04Rik",0.634182350112693,-0.628974021090357,1.62728555757142,-0.386517300644543,0.699113592197744,NA
"1110035H17Rik",2.97838029473973,1.03603416582593,0.955127083731823,1.08470818540501,0.278050921371474,NA
