,0
4478,SLC5A6
4479,ATRAID
4480,CAD
4481,TRIM54
4482,MPV17
4483,GTF3C2
4484,EIF2B4
4485,SNX17
4486,ZFP513
4487,PPM1G
4488,NRBP1
4489,KRTCAP3
4490,IFT172
4491,FNDC4
4492,ZFP512
4493,4930548H24RIK
4494,GPN1
4495,SUPT7L
4496,SLC4A1AP
4497,AI839979
4498,MRPL33
4499,RBKS
4500,BABAM2
4501,FOSL2
4502,PLB1
4503,PPP1CB
4504,YES1
4505,PISD
4506,PRR14L
4507,DEPDC5
4508,YWHAH
4509,SLC5A1
4510,SPON2
4511,CTBP1
4512,MAEA
4513,UVSSA
4514,FAM53A
4515,GM9903
4516,SLBP
4517,TMEM129
4518,TACC3
4519,FGFR3
4520,LETM1
4521,NSD2
4522,NELFA
4523,GM42849
4524,GM42851
4525,GM1673
4526,NAT8L
4527,POLN
4528,HAUS3
4529,MXD4
4530,ZFYVE28
4531,GM15513
4532,RNF4
4533,FAM193A
4534,TNIP2
4535,SH3BP2
4536,ADD1
4537,MFSD10
4538,NOP14
4539,GRK4
4540,HTT
4541,MSANTD1
4542,RGS12
4543,HGFAC
4544,DOK7
4545,LRPAP1
4546,CPZ
4547,TRMT44
4548,ACOX3
4549,HTRA3
4550,SH3TC1
4551,ABLIM2
4552,AFAP1
4553,SORCS2
4554,2210406O10RIK
4555,GRPEL1
4556,TADA2B
4557,CCDC96
4558,TBC1D14
4559,D5ERTD579E
4560,BLOC1S4
4561,MRFAP1
4562,MAN2B2
4563,PPP2R2C
4564,WFS1
4565,JAKMIP1
4566,GM26647
4567,CRMP1
4568,EVC
4569,EVC2
4570,STK32B
4571,MSX1
4572,STX18
4573,NSG1
4574,ZBTB49
4575,LYAR
4576,TMEM128
4577,OTOP1
4578,SLC2A9
4579,WDR1
4580,ZFP518B
4581,CLNK
4582,HS3ST1
4583,RAB28
4584,BOD1L
4585,CPEB2
4586,C1QTNF7
4587,CC2D2A
4588,FBXL5
4589,BST1
4590,CD38
4591,GM7879
4592,FGFBP1
4593,PROM1
4594,TAPT1
4595,LDB2
4596,D5ERTD615E
4597,GM43303
4598,QDPR
4599,LAP3
4600,MED28
4601,NCAPG
4602,LCORL
4603,SLIT2
4604,5730480H06RIK
4605,ADGRA3
4606,PPARGC1A
4607,DHX15
4608,9230114K14RIK
4609,SOD3
4610,CCDC149
4611,LGI2
4612,8030423F21RIK
4613,SEPSECS
4614,PI4K2B
4615,ZCCHC4
4616,ANAPC4
4617,SEL1L3
4618,SMIM20
4619,GM45495
4620,RBPJ
4621,GM10441
4622,TBC1D19
4623,STIM2
4624,4932441J04RIK
4625,PCDH7
4626,ARAP2
4627,0610040J01RIK
4628,RELL1
4629,5830416I19RIK
4630,PGM2
4631,TBC1D1
4632,GM3716
4633,GM20033
4634,KLF3
4635,TLR1
4636,TLR6
4637,FAM114A1
4638,TMEM156
4639,KLHL5
4640,WDR19
4641,RFC1
4642,KLB
4643,RPL9
4644,LIAS
4645,UGDH
4646,SMIM14
4647,UBE2K
4648,GM42726
4649,PDS5A
4650,N4BP2OS
4651,N4BP2
4652,RHOH
4653,9130230L23RIK
4654,RBM47
4655,NSUN7
4656,APBB2
4657,UCHL1
4658,LIMCH1
4659,GM42670
4660,TMEM33
4661,SLC30A9
4662,BEND4
4663,GM26756
4664,C330024D21RIK
4665,SHISA3
4666,ATP8A1
4667,YIPF7
4668,GUF1
4669,GNPDA2
4670,COX7B2
4671,COMMD8
4672,NFXL1
4673,NIPAL1
4674,TXK
4675,TEC
4676,SLAIN2
4677,FRYL
4678,OCIAD1
4679,OCIAD2
4680,DCUN1D4
4681,SGCB
4682,C78283
4683,USP46
4684,DANCR
4685,RASL11B
4686,SCFD2
4687,FIP1L1
4688,LNX1
4689,GM42575
4690,CHIC2
4691,PDGFRA
4692,KIT
4693,GM19590
4694,KDR
4695,SRD5A3
4696,TMEM165
4697,CLOCK
4698,GM7467
4699,EXOC1
4700,CEP135
4701,AASDH
4702,PPAT
4703,PAICS
4704,SRP72
4705,ARL9
4706,HOPX
4707,HOPXOS
4708,SPINK2
4709,REST
4710,NOA1
4711,POLR2B
4712,IGFBP7
4713,ADGRL3
4714,CENPC1
4715,STAP1
4716,UBA6
4717,TMPRSS11G
4718,GM43057
4719,YTHDC1
4720,CSN3
4721,JCHAIN
4722,UTP3
4723,RUFY3
4724,GRSF1
4725,MOB1B
4726,DCK
4727,SLC4A4
4728,ADAMTS3
4729,COX18
4730,ANKRD17
4731,GM9958
4732,ALB
4733,AFP
4734,GM42109
4735,ALBFM1
4736,RASSF6
4737,CXCL5
4738,PPBP
4739,PF4
4740,CXCL3
4741,CXCL15
4742,CXCL1
4743,CXCL2
4744,MTHFD2L
4745,EPGN
4746,GM19610
4747,EREG
4748,AREG
4749,GM19619
4750,BTC
4751,PARM1
4752,RCHY1
4753,CDKL2
4754,G3BP2
4755,USO1
4756,U90926
4757,PPEF2
4758,NAAA
4759,SDAD1
4760,CXCL9
4761,ART3
4762,CXCL10
4763,NUP54
4764,SCARB2
4765,STBD1
4766,SHROOM3
4767,SEPT11
4768,CCNI
4769,2010109A12RIK
4770,CCNG2
4771,CXCL13
4772,CNOT6L
4773,MRPL1
4774,FRAS1
4775,ANXA3
4776,GM33370
4777,GM8013
4778,GM9484
4779,BMP2K
4780,PAQR3
4781,4930467D21RIK
4782,ANTXR2
4783,PRDM8
4784,CFAP299
4785,BMP3
4786,PRKG2
4787,RASGEF1B
4788,HNRNPD
4789,GM17092
4790,HNRNPDL
4791,ENOPH1
4792,TMEM150C
4793,SEC31A
4794,5430416N02RIK
4795,LIN54
4796,COPS4
4797,PLAC8
4798,COQ2
4799,HPSE
4800,HELQ
4801,MRPS18C
4802,ABRAXAS1
4803,GM43514
4804,GPAT3
4805,NKX6-1
4806,CDS1
4807,WDFY3
4808,GM29707
4809,ARHGAP24
4810,MAPK10
4811,5430427N15RIK
4812,PTPN13
4813,SLC10A6
4814,AFF1
4815,KLHL8
4816,HSD17B11
4817,NUDT9
4818,SPARCL1
4819,DMP1
4820,SPP1
4821,PKD2
4822,BC005561
4823,D930016D06RIK
4824,ZFP951
4825,ABCG3
4826,GBP8
4827,GBP9
4828,GBP4
4829,GBP10
4830,GBP6
4831,GM32051
4832,LRRC8B
4833,LRRC8C
4834,LRRC8D
4835,ZFP326
4836,GM28050
4837,ZFP644
4838,CDC7
4839,TGFBR3
4840,BRDT
4841,EPHX4
4842,BTBD8
4843,GLMN
4844,RPAP2
4845,A930041C12RIK
4846,GM26692
4847,GFI1
4848,A430072P03RIK
4849,EVI5
4850,RPL5
4851,DIPK1A
4852,MTF2
4853,TMED5
4854,CCDC18
4855,DR1
4856,PIGG
4857,9330198I05RIK
4858,GM42517
4859,GM10419
4860,ATP5K
4861,MFSD7A
4862,PCGF3
4863,GAK
4864,TMEM175
4865,DGKQ
4866,IDUA
4867,FGFRL1
4868,CRLF2
4869,5430403G16RIK
4870,4930522L14RIK
4871,GM15446
4872,1010001B22RIK
4873,ZFP932
4874,GM17655
4875,GM35315
4876,PLCXD1
4877,GTPBP6
4878,ZFP605
4879,CHFR
4880,GM43136
4881,GM15787
4882,GOLGA3
4883,GM43138
4884,GM43137
4885,ANKLE2
4886,PGAM5
4887,PXMP2
4888,POLE
4889,LRCOL1
4890,FBRSL1
4891,GM42596
4892,A630023P12RIK
4893,GALNT9
4894,NOC4L
4895,DDX51
4896,GM42595
4897,EP400
4898,GM15559
4899,PUS1
4900,ULK1
4901,HSCB
4902,CHEK2
4903,TTC28
4904,PITPNB
4905,GM43118
4906,MN1
4907,MIAT
4908,CRYBA4
4909,CRYBB1
4910,TPST2
4911,TFIP11
4912,SRRD
4913,HPS4
4914,ASPHD2
4915,SEZ6L
4916,MYO18B
4917,GRK3
4918,CRYBB3
4919,2900026A02RIK
4920,SGSM1
4921,WSCD2
4922,CMKLR1
4923,FICD
4924,SART3
4925,ISCU
4926,TMEM119
4927,SELPLG
4928,CORO1C
4929,SSH1
4930,SVOP
4931,USP30
4932,ALKBH2
4933,UNG
4934,ACACB
4935,MYO1H
4936,KCTD10
4937,UBE3B
4938,MMAB
4939,MVK
4940,FAM222A
4941,TRPV4
4942,GLTP
4943,TCHP
4944,GIT2
4945,4930515G01RIK
4946,ANKRD13A
4947,1500011B03RIK
4948,GM9936
4949,OASL2
4950,GM13822
4951,OASL1
4952,2210016L21RIK
4953,HNF1A
4954,HNF1AOS1
4955,SPPL3
4956,GM10401
4957,ACADS
4958,UNC119B
4959,MLEC
4960,CABP1
4961,POP5
4962,RNF10
4963,COQ5
4964,DYNLL1
4965,GM13830
4966,SRSF9
4967,GATC
4968,TRIAP1
4969,COX6A1
4970,GM42903
4971,GM13832
4972,MSI1
4973,PLA2G1B
4974,SIRT4
4975,PXN
4976,GM13840
4977,RPLP0
4978,GCN1
4979,1110006O24RIK
4980,RAB35
4981,BICDL1
4982,CIT
4983,PRKAB1
4984,TMEM233
4985,C330018A13RIK
4986,CCDC60
4987,HSPB8
4988,SRRM4OS
4989,SRRM4
4990,SUDS3
4991,9530046B11RIK
4992,TAOK3
4993,PEBP1
4994,BC051077
4995,GM10399
4996,VSIG10
4997,WSB2
4998,RFC5
4999,GM15728
5000,KSR2
5001,NOS1
5002,FBXO21
5003,TESC
5004,FBXW8
5005,GM9754
5006,RNFT2
5007,2410131K14RIK
5008,MED13L
5009,TBX3OS1
5010,TBX3
5011,TBX3OS2
5012,GM43050
5013,TBX5
5014,GM38554
5015,RBM19
5016,SDSL
5017,GM15690
5018,PLBD2
5019,SLC8B1
5020,TPCN1
5021,IQCD
5022,RITA1
5023,DDX54
5024,RASAL1
5025,DTX1
5026,OAS2
5027,OAS3
5028,OAS1E
5029,OAS1C
5030,OAS1G
5031,OAS1A
5032,OAS1D
5033,RPH3A
5034,PTPN11
5035,RPL6
5036,HECTD4
5037,TRAFD1
5038,GM42918
5039,NAA25
5040,ERP29
5041,TMEM116
5042,ADAM1A
5043,MAPKAPK5
5044,ALDH2
5045,ACAD12
5046,ACAD10
5047,BRAP
5048,ATXN2
5049,SH2B3
5050,PHETA1
5051,CUX2
5052,MYL2
5053,CCDC63
5054,PPP1CC
5055,HVCN1
5056,TCTN1
5057,PPTC7
5058,RAD9B
5059,VPS29
5060,FAM216A
5061,GPN3
5062,ARPC3
5063,GM42829
5064,ANAPC7
5065,ATP2A2
5066,IFT81
5067,P2RX7
5068,P2RX4
5069,CAMKK2
5070,ANAPC5
5071,RNF34
5072,KDM2B
5073,A930024E05RIK
5074,GM2479
5075,ORAI1
5076,TMEM120B
5077,RHOF
5078,AI480526
5079,4932422M17RIK
5080,SETD1B
5081,PSMD9
5082,GM43409
5083,WDR66
5084,GM15860
5085,BCL7A
5086,GM15747
5087,MLXIP
5088,GM43813
5089,DIABLO
5090,VPS33A
5091,CLIP1
5092,ZCCHC8
5093,RSRC2
5094,KNTC1
5095,HCAR2
5096,HCAR1
5097,DENR
5098,CCDC62
5099,HIP1R
5100,VPS37B
5101,ABCB9
5102,OGFOD2
5103,ARL6IP4
5104,PITPNM2
5105,MPHOSPH9
5106,2810006K23RIK
5107,CDK2AP1
5108,SBNO1
5109,KMT5A
5110,RILPL2
5111,SNRNP35
5112,RILPL1
5113,TMED2
5114,DDX55
5115,EIF2B1
5116,GTF2H3
5117,TCTN2
5118,ATP6V0A2
5119,CCDC92
5120,ZFP664
5121,NCOR2
5122,GM32585
5123,SCARB1
5124,UBC
5125,GM10382
5126,DHX37
5127,BRI3BP
5128,AACS
5129,TMEM132C
5130,SLC15A4
5131,GLT1D1
5132,FZD10OS
5133,FZD10
5134,STX2
5135,RAN
5136,ADGRD1
5137,SFSWAP
5138,MMP17
5139,ZFP11
5140,MRPS17
5141,NIPSNAP2
5142,GM15903
5143,PSPH
5144,CCT6A
5145,SUMF2
5146,PHKG1
5147,CHCHD2
5148,ZBED5
5149,NUPR1L
5150,VKORC1L1
5151,GUSB
5152,ASL
5153,CRCP
5154,TPST1
5155,KCTD7
5156,RABGEF1
5157,TMEM248
5158,GM6598
5159,SBDS
5160,TYW1
5161,CALN1
5162,GALNT17
5163,AUTS2
5164,GM15627
5165,CASTOR2
5166,RCC1L
5167,GTF2IRD2
5168,NCF1
5169,GTF2I
5170,GM43480
5171,GTF2IRD1
5172,CLIP2
5173,RFC2
5174,LAT2
5175,EIF4H
5176,LIMK1
5177,GM10369
5178,ELN
5179,METTL27
5180,CLDN4
5181,CLDN3
5182,ABHD11
5183,STX1A
5184,BUD23
5185,DNAJC30
5186,VPS37D
5187,MLXIPL
5188,TBL2
5189,BCL7B
5190,BAZ1B
5191,FZD9
5192,FKBP6
5193,NSUN5
5194,POM121
5195,HIP1
5196,CCL24
5197,RHBDD2
5198,POR
5199,TMEM120A
5200,STYXL1
5201,MDH2
5202,HSPB1
5203,YWHAG
5204,SSC4D
5205,ZP3
5206,DTX2
5207,UPK3BL
5208,RASA4
5209,POLR2J
5210,LRWD1
5211,ALKBH4
5212,ORAI2
5213,PRKRIP1
5214,SH2B2
5215,CUX1
5216,MYL10
5217,COL26A1
5218,IFT22
5219,4933404O12RIK
5220,FIS1
5221,CLDN15
5222,ZNHIT1
5223,PLOD3
5224,VGF
5225,AP1S1
5226,SERPINE1
5227,TRIM56
5228,MUC3
5229,GM40348
5230,ACHE
5231,UFSP1
5232,SRRT
5233,TRIP6
5234,SLC12A9
5235,EPHB4
5236,ZAN
5237,POP7
5238,9130604C24RIK
5239,GIGYF1
5240,GNB2
5241,TFR2
5242,MOSPD3
5243,PCOLCE
5244,FBXO24
5245,GM36266
5246,LRCH4
5247,SAP25
5248,IRS3
5249,AGFG2
5250,NYAP1
5251,TSC22D4
5252,PPP1R35
5253,MEPCE
5254,ZCWPW1
5255,PILRA
5256,PILRB1
5257,PILRB2
5258,GJC3
5259,AZGP1
5260,ZKSCAN1
5261,ZSCAN21
5262,ZFP113
5263,COPS6
5264,MCM7
5265,AP4M1
5266,TAF6
5267,CNPY4
5268,MBLAC1
5269,NXPE5
5270,LAMTOR4
5271,MAP11
5272,6330418K02RIK
5273,GAL3ST4
5274,GPC2
5275,STAG3
5276,PVRIG
5277,ZFP157
5278,ZFP68
5279,A430033K04RIK
5280,FAM20C
5281,PDGFA
5282,6330403L08RIK
5283,PRKAR1B
5284,GM15672
5285,DNAAF5
5286,SUN1
5287,GET4
5288,ADAP1
5289,COX19
5290,3110082I17RIK
5291,GPR146
5292,C130050O18RIK
5293,GPER1
5294,ZFAND2A
5295,MICALL2
5296,INTS1
5297,MAFK
5298,TMEM184A
5299,PSMG3
5300,ELFN1
5301,MAD1L1
5302,NUDT1
5303,MRM2
5304,SNX8
5305,EIF3B
5306,CHST12
5307,GRIFIN
5308,GM43703
5309,LFNG
5310,TTYH3
5311,IQCE
5312,BRAT1
5313,AMZ1
5314,GNA12
5315,CARD11
5316,SDK1
5317,FOXK1
5318,AP5Z1
5319,RADIL
5320,PAPOLB
5321,WIPI2
5322,TNRC18
5323,FBXL18
5324,D430018E03RIK
5325,ACTB
5326,FSCN1
5327,RNF216
5328,GM43378
5329,OLFR718-PS1
5330,RBAKDN
5331,RBAK
5332,SPDYE4B
5333,ZFP12
5334,ZFP316
5335,BC030343
5336,E130309D02RIK
5337,ZDHHC4
5338,0610040B10RIK
5339,GRID2IP
5340,GM20635
5341,GM42504
5342,KDELR2
5343,DAGLB
5344,RAC1
5345,FAM220A
5346,FAM220A-1
5347,CYTH3
5348,USP42
5349,D130017N08RIK
5350,EIF2AK1
5351,ANKRD61
5352,AIMP2
5353,PMS2
5354,RSPH10B
5355,CCZ1
5356,OCM
5357,LMTK2
5358,TECPR1
5359,2900089D17RIK
5360,BRI3
5361,BAIAP2L1
5362,GM15708
5363,NPTX2
5364,TMEM130
5365,TRRAP
5366,SMURF1
5367,KPNA7
5368,ARPC1A
5369,ARPC1B
5370,PDAP1
5371,BUD31
5372,PTCD1
5373,CPSF4
5374,ATP5J2
5375,ZKSCAN14
5376,ZKSCAN5
5377,ZFP655
5378,1700001J03RIK
5379,B230303O12RIK
5380,RNF6
5381,CDK8
5382,WASF3
5383,USP12
5384,RPL21
5385,RASL11A
5386,GTF3A
5387,MTIF3
5388,LNX2
5389,POLR1D
5390,FLT3
5391,D5ERTD605E
5392,PAN3
5393,FLT1
5394,POMP
5395,SLC46A3
5396,MTUS2
5397,SLC7A1
5398,UBL3
5399,2210417A02RIK
5400,KATNAL1
5401,8430423G03RIK
5402,1810059H22RIK
5403,5930430L01RIK
5404,GM15411
5405,GM15408
5406,HMGB1
5407,MM2PR
5408,GM42788
5409,USPL1
5410,2310047D07RIK
5411,GM29264
5412,ALOX5AP
5413,BC028471
5414,MEDAG
5415,WDR95
5416,HSPH1
5417,GM20005
5418,B3GLCT
5419,FRY
5420,GM5
5421,BRCA2
5422,N4BP2L1
5423,GM43598
5424,GM43597
5425,N4BP2L2
5426,PDS5B
5427,KL
5428,STARD13
5429,D730045B01RIK
5430,1700028E10RIK
5431,VMN2R18
5432,RFC3
5433,GM20559
5434,SAMD9L
5435,HEPACAM2
5436,VPS50
5437,TFPI2
5438,GNG11
5439,BET1
5440,COL1A2
5441,CASD1
5442,SGCE
5443,PEG10
5444,PPP1R9A
5445,PON1
5446,PON3
5447,PON2
5448,ASB4
5449,PDK4
5450,DYNC1I1
5451,SLC25A13
5452,SEM1
5453,SDHAF3
5454,ASNS
5455,C1GALT1
5456,COL28A1
5457,MIOS
5458,RPA3
5459,UMAD1
5460,A430035B10RIK
5461,GLCCI1
5462,ICA1
5463,NXPH1
5464,NDUFA4
5465,PHF14
5466,THSD7A
5467,TMEM106B
5468,TMEM168
5469,BMT2
5470,GPR85
5471,2610001J05RIK
5472,1110019D14RIK
5473,PPP1R3A
5474,FOXP2
5475,MDFIC
5476,TFEC
5477,GM15473
5478,GM4876
5479,TES
5480,CAV2
5481,CAV1
5482,MET
5483,CAPZA2
5484,ST7
5485,WNT2
5486,CTTNBP2
5487,GM20186
5488,LSM8
5489,TSPAN12
5490,ING3
5491,CPED1
5492,WNT16
5493,FAM3C
5494,AASS
5495,CADPS2
5496,NDUFA5
5497,LMOD2
5498,WASL
5499,TMEM229A
5500,POT1A
5501,ZFP800
5502,GCC1
5503,ARF5
5504,PAX4
5505,SND1
5506,LRRC4
5507,LEP
5508,RBM28
5509,PRRT4
5510,IMPDH1
5511,HILPDA
5512,FAM71F2
5513,FAM71F1
5514,CALU
5515,OPN1SW
5516,CCDC136
5517,FLNC
5518,ATP6V1F
5519,KCP
5520,IRF5
5521,TNPO3
5522,TSPAN33
5523,SMO
5524,AHCYL2
5525,STRIP2
5526,NRF1
5527,RNCR4
5528,UBE2H
5529,ZC3HC1
5530,KLHDC10
5531,TMEM209
5532,SSMEM1
5533,CPA2
5534,CPA1
5535,CEP41
5536,MEST
5537,COPG2
5538,LNCPINT
5539,2210408F21RIK
5540,MKLN1OS
5541,MKLN1
5542,PODXL
5543,GM43154
5544,PLXNA4
5545,PLXNA4OS1
5546,CHCHD3
5547,EXOC4
5548,SLC35B4
5549,AKR1B3
5550,AKR1B8
5551,AKR1B10
5552,AKR1B7
5553,BPGM
5554,CALD1
5555,GM13861
5556,NPN2
5557,GM14547
5558,AGBL3
5559,TMEM140
5560,CYREN
5561,WDR91
5562,STRA8
5563,SLC23A4
5564,CNOT4
5565,NUP205
5566,1810058I24RIK
5567,FAM180A
5568,MTPN
5569,PTN
5570,DGKI
5571,CREB3L2
5572,TRIM24
5573,SVOPL
5574,ATP6V0A4
5575,D630045J12RIK
5576,ZC3HAV1L
5577,ZC3HAV1
5578,TTC26
5579,UBN2
5580,FMC1
5581,LUC7L2
5582,KLRG2
5583,CLEC2L
5584,HIPK2
5585,TBXAS1
5586,1700025N23RIK
5587,PARP12
5588,4930599N23RIK
5589,KDM7A
5590,GM49041
5591,SLC37A3
5592,RAB19
5593,MKRN1
5594,GM10244
5595,DENND2A
5596,8030453O22RIK
5597,ADCK2
5598,NDUFB2
5599,BRAF
5600,MRPS33
5601,AGK
5602,E330009J07RIK
5603,SSBP1
5604,CLEC5A
5605,MGAM
5606,PRSS2
5607,TRBC1
5608,TRBC2
5609,EPHB6
5610,TRPV6
5611,GSTK1
5612,TMEM139
5613,CASP2
5614,CLCN1
5615,FAM131B
5616,ZYX
5617,EPHA1
5618,TCAF2
5619,TCAF1
5620,ARHGEF5
5621,TPK1
5622,9430018G01RIK
5623,CNTNAP2
5624,CUL1
5625,EZH2
5626,PDIA4
5627,ZFP786
5628,ZFP398
5629,ZFP282
5630,ZFP212
5631,ZFP956
5632,ZFP777
5633,ZFP746
5634,KRBA1
5635,ZFP467
5636,SSPO
5637,ATP6V0E2
5638,LRRC61
5639,RARRES2
5640,REPIN1
5641,ZFP775
5642,GM38804
5643,AI854703
5644,GIMAP8
5645,GIMAP9
5646,GIMAP4
5647,GIMAP6
5648,GIMAP7
5649,GIMAP1OS
5650,GIMAP1
5651,GIMAP5
5652,4833403J16RIK
5653,GIMAP3
5654,TMEM176B
5655,TMEM176A
5656,AOC1
5657,GPNMB
5658,MALSU1
5659,IGF2BP3
5660,TRA2A
5661,CCDC126
5662,FAM221A
5663,NPY
5664,MPP6
5665,GSDME
5666,OSBPL3
5667,CYCS
5668,5430402O13RIK
5669,C530044C16RIK
5670,NFE2L3
5671,HNRNPA2B1
5672,CBX3
5673,SNX10
5674,SKAP2
5675,HOXA1
5676,HOTAIRM1
5677,HOXA2
5678,HOXAAS2
5679,HOXA3
5680,GM15050
5681,HOXAAS3
5682,HOXA4
5683,HOXA5
5684,HOXA7
5685,HOXA9
5686,HOXA10
5687,HOXA11
5688,HOXA11OS
5689,HOXA13
5690,HIBADH
5691,TAX1BP1
5692,JAZF1
5693,CREB5
5694,TRIL
5695,CPVL
5696,CHN2
5697,PRR15
5698,WIPF3
5699,SCRN1
5700,FKBP14
5701,PLEKHA8
5702,MTURN
5703,ZNRF2
5704,NOD1
5705,GGCT
5706,GARS
5707,CRHR2
5708,INMT
5709,MINDY4
5710,AQP1
5711,ADCYAP1R1
5712,ITPRID1
5713,PDE1C
5714,LSM5
5715,AVL9
5716,KBTBD2
5717,FKBP9
5718,NT5C3
5719,VMN1R4
5720,VMN1R15
5721,PPM1K
5722,HERC6
5723,LANCL2
5724,VOPP1
5725,ABCG2
5726,HERC3
5727,FAM13A
5728,TIGD2
5729,GPRIN3
5730,SNCA
5731,MMRN1
5732,A730020E08RIK
5733,CCSER1
5734,SMARCAD1
5735,HPGDS
5736,TNIP3
5737,NDNF
5738,PRDM5
5739,2610300M13RIK
5740,MAD2L1
5741,4930597O21RIK
5742,GNG12
5743,GADD45A
5744,E230016M11RIK
5745,A430010J10RIK
5746,SERBP1
5747,IL12RB2
5748,TACSTD2
5749,IGKC
5750,RPIA
5751,EIF2AK3
5752,THNSL2
5753,SMYD1
5754,KRCC1
5755,CD8B1
5756,CD8A
5757,RMND5A
5758,RNF103
5759,CHMP3
5760,KDM3A
5761,REEP1
5762,MRPL35
5763,IMMT
5764,PTCD3
5765,POLR1A
5766,ST3GAL5
5767,GM38832
5768,ATOH8
5769,USP39
5770,GM45051
5771,0610030E20RIK
5772,TMEM150A
5773,RNF181
5774,VAMP5
5775,VAMP8
5776,GGCX
5777,MAT2A
5778,SH2D6
5779,CAPG
5780,ELMOD3
5781,RETSAT
5782,TGOLN1
5783,GM20536
5784,TCF7L1
5785,GM15401
5786,KCMF1
5787,TMSB10
5788,GM20560
5789,DNAH6
5790,SUCLG1
5791,GM9008
5792,REG1
5793,REG3G
5794,GM20594
5795,GCFC2
5796,MRPL19
5797,EVA1A
5798,TACR1
5799,POLE4
5800,HK2
5801,GM38843
5802,GM32591
5803,2310069B03RIK
5804,SEMA4F
5805,M1AP
5806,DOK1
5807,LOXL3
5808,HTRA2
5809,AUP1
5810,DQX1
5811,PCGF1
5812,LBX2
5813,CCDC142
5814,CCDC142OS
5815,MRPL53
5816,MOGS
5817,WBP1
5818,INO80B
5819,RTKN
5820,WDR54
5821,1700003E16RIK
5822,DCTN1
5823,SLC4A5
5824,MTHFD2
5825,MOB1A
5826,BOLA3
5827,TET3
5828,DGUOK
5829,ACTG2
5830,STAMBP
5831,VAX2OS
5832,VAX2
5833,ATP6V1B1
5834,1700124L16RIK
5835,TEX261
5836,NAGK
5837,PAIP2B
5838,ZFP638
5839,DYSF
5840,GM10445
5841,CYP26B1
5842,EXOC6B
5843,SPR
5844,SFXN5
5845,RAB11FIP5
5846,SMYD5
5847,PRADC1
5848,CCT7
5849,FBXO41
5850,ALMS1
5851,NAT8F4
5852,NAT8F1
5853,TPRKB
5854,DUSP11
5855,ADD2
5856,TGFA
5857,FAM136A
5858,SNRPG
5859,PCYOX1
5860,TIA1
5861,C87436
5862,A430078I02RIK
5863,2310040G24RIK
5864,GM44386
5865,PCBP1
5866,1600020E01RIK
5867,ASPRV1
5868,MXD1
5869,SNRNP27
5870,GM44214
5871,GMCL1
5872,GM44036
5873,ANXA4
5874,2610306M01RIK
5875,AAK1
5876,NFU1
5877,GFPT1
5878,D6ERTD527E
5879,ANTXR1
5880,GKN1
5881,ARHGAP25
5882,PROKR1
5883,APLF
5884,EFCC1
5885,GP9
5886,RAB43
5887,ISY1
5888,CNBP
5889,COPG1
5890,HMCES
5891,H1FX
5892,RAB7
5893,RPN1
5894,GATA2
5895,EEFSEC
5896,RUVBL1
5897,SEC61A1
5898,GM44170
5899,MGLL
5900,ABTB1
5901,PODXL2
5902,MCM2
5903,TPRA1
5904,4930512J16RIK
5905,PLXNA1
5906,CHCHD6
5907,TXNRD3
5908,VMN1R40
5909,VMN1R42
5910,VMN1R43
5911,VMN1R44
5912,BC048671
5913,CHST13
5914,UROC1
5915,ZXDC
5916,KLF15
5917,ALDH1L1
5918,SLC41A3
5919,IQSEC1
5920,NUP210
5921,HDAC11
5922,FBLN2
5923,1810044D09RIK
5924,CHCHD4
5925,TMEM43
5926,XPC
5927,LSM3
5928,SLC6A6
5929,GRIP2
5930,CCDC174
5931,4930590J08RIK
5932,FGD5
5933,NR2C2
5934,MRPS25
5935,RBSN
5936,PRICKLE2
5937,ADAMTS9
5938,9530026P05RIK
5939,MAGI1
5940,SLC25A26
5941,LRIG1
5942,KBTBD8
5943,SUCLG2
5944,TAFA1
5945,TAFA4
5946,EOGT
5947,TMF1
5948,UBA3
5949,ARL6IP5
5950,LMOD3
5951,FRMD4B
5952,MITF
5953,FOXP1
5954,EIF4E3
5955,GPR27
5956,RYBP
5957,SHQ1
5958,GXYLT2
5959,PPP4R2
5960,PDZRN3
5961,CNTN3
5962,CHL1
5963,IL5RA
5964,TRNT1
5965,CRBN
5966,LRRN1
5967,SETMAR
5968,SUMF1
5969,ITPR1
5970,GM44040
5971,GM17055
5972,BHLHE40
5973,ARL8B
5974,EDEM1
5975,LMCD1
5976,SSU2
5977,CAV3
5978,OXTR
5979,RAD18
5980,SRGAP3
5981,THUMPD3
5982,GT(ROSA)26SOR
5983,SETD5
5984,LHFPL4
5985,MTMR14
5986,CPNE9
5987,BRPF1
5988,GM15492
5989,OGG1
5990,CAMK1
5991,TADA3
5992,ARPC4
5993,TTLL3
5994,RPUSD3
5995,CIDEC
5996,JAGN1
5997,IL17RE
5998,IL17RC
5999,CRELD1
6000,PRRT3
6001,EMC3
6002,FANCD2
6003,FANCD2OS
6004,BRK1
6005,VHL
6006,IRAK2
6007,TATDN2
6008,GM26982
6009,GHRL
6010,GM44053
6011,SEC13
6012,GM15082
6013,SLC6A1
6014,HRH1
6015,ATG7
6016,VGLL4
6017,TAMM41
6018,SYN2
6019,TIMP4
6020,PPARG
6021,TSEN2
6022,MKRN2
6023,RAF1
6024,D830050J10RIK
6025,TMEM40
6026,CAND2
6027,RPL32
6028,MBD4
6029,IFT122
6030,RHO
6031,H1FOO
