,0
4024,BST1
4025,CD38
4026,PROM1
4027,TAPT1
4028,GM42984
4029,LDB2
4030,QDPR
4031,LAP3
4032,MED28
4033,FAM184B
4034,NCAPG
4035,LCORL
4036,SLIT2
4037,5730480H06RIK
4038,ADGRA3
4039,PPARGC1A
4040,DHX15
4041,9230114K14RIK
4042,SOD3
4043,CCDC149
4044,LGI2
4045,SEPSECS
4046,PI4K2B
4047,ZCCHC4
4048,ANAPC4
4049,SEL1L3
4050,SMIM20
4051,GM45495
4052,RBPJ
4053,TBC1D19
4054,STIM2
4055,4932441J04RIK
4056,PCDH7
4057,ARAP2
4058,0610040J01RIK
4059,RELL1
4060,5830416I19RIK
4061,PGM2
4062,TBC1D1
4063,GM20033
4064,KLF3
4065,TLR1
4066,TLR6
4067,FAM114A1
4068,TMEM156
4069,KLHL5
4070,WDR19
4071,RFC1
4072,RPL9
4073,LIAS
4074,UGDH
4075,SMIM14
4076,UBE2K
4077,PDS5A
4078,N4BP2OS
4079,N4BP2
4080,RHOH
4081,CHRNA9
4082,RBM47
4083,GM26725
4084,NSUN7
4085,APBB2
4086,UCHL1
4087,LIMCH1
4088,GM42670
4089,TMEM33
4090,SLC30A9
4091,GM43698
4092,BEND4
4093,GM26756
4094,SHISA3
4095,ATP8A1
4096,GM15478
4097,GUF1
4098,GNPDA2
4099,COMMD8
4100,NFXL1
4101,CNGA1
4102,NIPAL1
4103,TXK
4104,TEC
4105,SLAIN2
4106,FRYL
4107,OCIAD1
4108,OCIAD2
4109,DCUN1D4
4110,SGCB
4111,USP46
4112,DANCR
4113,RASL11B
4114,SCFD2
4115,FIP1L1
4116,LNX1
4117,CHIC2
4118,PDGFRA
4119,KIT
4120,GM19590
4121,KDR
4122,SRD5A3
4123,TMEM165
4124,CLOCK
4125,GM7467
4126,EXOC1
4127,CEP135
4128,C530008M17RIK
4129,AASDH
4130,PPAT
4131,PAICS
4132,SRP72
4133,HOPX
4134,HOPXOS
4135,SPINK2
4136,REST
4137,NOA1
4138,POLR2B
4139,IGFBP7
4140,ADGRL3
4141,CENPC1
4142,STAP1
4143,UBA6
4144,TMPRSS11D
4145,YTHDC1
4146,CSN2
4147,CSN3
4148,JCHAIN
4149,UTP3
4150,RUFY3
4151,GRSF1
4152,MOB1B
4153,DCK
4154,SLC4A4
4155,ADAMTS3
4156,COX18
4157,ANKRD17
4158,GM9958
4159,AFP
4160,RASSF6
4161,CXCL5
4162,PF4
4163,CXCL15
4164,CXCL1
4165,MTHFD2L
4166,AREG
4167,BTC
4168,PARM1
4169,RCHY1
4170,CDKL2
4171,G3BP2
4172,USO1
4173,PPEF2
4174,NAAA
4175,SDAD1
4176,CXCL9
4177,ART3
4178,CXCL10
4179,NUP54
4180,SCARB2
4181,STBD1
4182,SHROOM3
4183,SEPT11
4184,CCNI
4185,2010109A12RIK
4186,CCNG2
4187,CXCL13
4188,CNOT6L
4189,MRPL1
4190,ANXA3
4191,1700016F12RIK
4192,GM33370
4193,GM8013
4194,GM9484
4195,BMP2K
4196,PAQR3
4197,ANTXR2
4198,PRDM8
4199,BMP3
4200,PRKG2
4201,RASGEF1B
4202,HNRNPD
4203,GM17092
4204,HNRNPDL
4205,ENOPH1
4206,TMEM150C
4207,SEC31A
4208,5430416N02RIK
4209,LIN54
4210,COPS4
4211,PLAC8
4212,COQ2
4213,HPSE
4214,HELQ
4215,MRPS18C
4216,ABRAXAS1
4217,GM43514
4218,GPAT3
4219,NKX6-1
4220,CDS1
4221,WDFY3
4222,ARHGAP24
4223,PTPN13
4224,SLC10A6
4225,AFF1
4226,KLHL8
4227,HSD17B13
4228,HSD17B11
4229,NUDT9
4230,SPARCL1
4231,SPP1
4232,PKD2
4233,BC005561
4234,D930016D06RIK
4235,ZFP951
4236,ABCG3
4237,GBP8
4238,GBP9
4239,GBP4
4240,GBP6
4241,LRRC8B
4242,LRRC8C
4243,LRRC8D
4244,ZFP326
4245,GM28050
4246,ZFP644
4247,CDC7
4248,TGFBR3
4249,BRDT
4250,EPHX4
4251,BTBD8
4252,GLMN
4253,RPAP2
4254,GFI1
4255,A430072P03RIK
4256,EVI5
4257,RPL5
4258,DIPK1A
4259,MTF2
4260,TMED5
4261,CCDC18
4262,DR1
4263,PIGG
4264,ATP5K
4265,MFSD7A
4266,PCGF3
4267,GAK
4268,TMEM175
4269,DGKQ
4270,IDUA
4271,FGFRL1
4272,CRLF2
4273,5430403G16RIK
4274,4930522L14RIK
4275,GM15446
4276,1010001B22RIK
4277,ZFP932
4278,GM17655
4279,GM35315
4280,PLCXD1
4281,GTPBP6
4282,ZFP605
4283,CHFR
4284,GM15787
4285,GOLGA3
4286,GM43137
4287,ANKLE2
4288,PGAM5
4289,PXMP2
4290,POLE
4291,P2RX2
4292,FBRSL1
4293,A630023P12RIK
4294,GALNT9
4295,NOC4L
4296,DDX51
4297,GM42595
4298,EP400
4299,PUS1
4300,ULK1
4301,HSCB
4302,CHEK2
4303,TTC28
4304,PITPNB
4305,GM43118
4306,MN1
4307,MIAT
4308,CRYBA4
4309,CRYBB1
4310,TPST2
4311,TFIP11
4312,SRRD
4313,HPS4
4314,ASPHD2
4315,MYO18B
4316,GRK3
4317,CRYBB3
4318,2900026A02RIK
4319,SGSM1
4320,WSCD2
4321,CMKLR1
4322,FICD
4323,SART3
4324,ISCU
4325,TMEM119
4326,SELPLG
4327,CORO1C
4328,SSH1
4329,USP30
4330,ALKBH2
4331,UNG
4332,ACACB
4333,MYO1H
4334,KCTD10
4335,UBE3B
4336,MMAB
4337,MVK
4338,FAM222A
4339,TRPV4
4340,GLTP
4341,TCHP
4342,GIT2
4343,4930515G01RIK
4344,ANKRD13A
4345,1500011B03RIK
4346,OASL2
4347,GM13822
4348,OASL1
4349,2210016L21RIK
4350,SPPL3
4351,GM10401
4352,ACADS
4353,UNC119B
4354,MLEC
4355,CABP1
4356,POP5
4357,RNF10
4358,COQ5
4359,DYNLL1
4360,SRSF9
4361,GATC
4362,TRIAP1
4363,COX6A1
4364,MSI1
4365,SIRT4
4366,PXN
4367,GM13840
4368,RPLP0
4369,GCN1
4370,1110006O24RIK
4371,RAB35
4372,BICDL1
4373,CIT
4374,PRKAB1
4375,GM13842
4376,TMEM233
4377,B230112J18RIK
4378,HSPB8
4379,SUDS3
4380,TAOK3
4381,PEBP1
4382,GM10399
4383,VSIG10
4384,WSB2
4385,RFC5
4386,KSR2
4387,NOS1
4388,FBXO21
4389,TESC
4390,FBXW8
4391,RNFT2
4392,2410131K14RIK
4393,MED13L
4394,TBX3
4395,RBM19
4396,SDSL
4397,GM15690
4398,PLBD2
4399,SLC8B1
4400,TPCN1
4401,IQCD
4402,RITA1
4403,DDX54
4404,GM43579
4405,RASAL1
4406,DTX1
4407,OAS2
4408,OAS3
4409,OAS1C
4410,OAS1G
4411,OAS1A
4412,PTPN11
4413,RPL6
4414,HECTD4
4415,TRAFD1
4416,GM42918
4417,NAA25
4418,ERP29
4419,TMEM116
4420,ADAM1A
4421,MAPKAPK5
4422,ALDH2
4423,ACAD12
4424,ACAD10
4425,BRAP
4426,ATXN2
4427,SH2B3
4428,PHETA1
4429,CUX2
4430,MYL2
4431,PPP1CC
4432,HVCN1
4433,TCTN1
4434,PPTC7
4435,RAD9B
4436,VPS29
4437,FAM216A
4438,GPN3
4439,ARPC3
4440,GM42829
4441,ANAPC7
4442,ATP2A2
4443,IFT81
4444,P2RX7
4445,P2RX4
4446,CAMKK2
4447,ANAPC5
4448,RNF34
4449,KDM2B
4450,A930024E05RIK
4451,ORAI1
4452,TMEM120B
4453,RHOF
4454,AI480526
4455,4932422M17RIK
4456,SETD1B
4457,PSMD9
4458,WDR66
4459,GM15860
4460,BCL7A
4461,GM15747
4462,MLXIP
4463,DIABLO
4464,VPS33A
4465,CLIP1
4466,ZCCHC8
4467,RSRC2
4468,KNTC1
4469,HCAR2
4470,HCAR1
4471,DENR
4472,CCDC62
4473,HIP1R
4474,VPS37B
4475,ABCB9
4476,OGFOD2
4477,ARL6IP4
4478,PITPNM2
4479,MPHOSPH9
4480,2810006K23RIK
4481,CDK2AP1
4482,SBNO1
4483,KMT5A
4484,RILPL2
4485,SNRNP35
4486,RILPL1
4487,TMED2
4488,DDX55
4489,EIF2B1
4490,GTF2H3
4491,TCTN2
4492,ATP6V0A2
4493,DNAH10
4494,CCDC92
4495,ZFP664
4496,RFLNA
4497,NCOR2
4498,SCARB1
4499,UBC
4500,DHX37
4501,BRI3BP
4502,AACS
4503,TMEM132C
4504,SLC15A4
4505,FZD10OS
4506,FZD10
4507,STX2
4508,RAN
4509,ADGRD1
4510,SFSWAP
4511,MMP17
4512,ZFP11
4513,MRPS17
4514,NIPSNAP2
4515,PSPH
4516,CCT6A
4517,SUMF2
4518,PHKG1
4519,CHCHD2
4520,ZBED5
4521,NUPR1L
4522,VKORC1L1
4523,GUSB
4524,ASL
4525,CRCP
4526,TPST1
4527,KCTD7
4528,RABGEF1
4529,TMEM248
4530,GM6598
4531,SBDS
4532,TYW1
4533,GALNT17
4534,AUTS2
4535,GM15627
4536,CASTOR2
4537,RCC1L
4538,GTF2IRD2
4539,NCF1
4540,GTF2I
4541,GM43480
4542,GTF2IRD1
4543,CLIP2
4544,RFC2
4545,LAT2
4546,EIF4H
4547,LIMK1
4548,GM10369
4549,ELN
4550,CLDN13
4551,METTL27
4552,CLDN4
4553,CLDN3
4554,ABHD11
4555,STX1A
4556,BUD23
4557,DNAJC30
4558,VPS37D
4559,MLXIPL
4560,TBL2
4561,BCL7B
4562,BAZ1B
4563,FZD9
4564,NSUN5
4565,POM121
4566,HIP1
4567,CCL24
4568,RHBDD2
4569,POR
4570,TMEM120A
4571,MDH2
4572,HSPB1
4573,YWHAG
4574,SSC4D
4575,DTX2
4576,RASA4
4577,POLR2J
4578,LRWD1
4579,ALKBH4
4580,ORAI2
4581,PRKRIP1
4582,SH2B2
4583,CUX1
4584,MYL10
4585,COL26A1
4586,IFT22
4587,4933404O12RIK
4588,FIS1
4589,CLDN15
4590,ZNHIT1
4591,PLOD3
4592,AP1S1
4593,SERPINE1
4594,TRIM56
4595,MUC3A
4596,ACHE
4597,UFSP1
4598,SRRT
4599,TRIP6
4600,SLC12A9
4601,EPHB4
4602,POP7
4603,9130604C24RIK
4604,GIGYF1
4605,GNB2
4606,TFR2
4607,MOSPD3
4608,PCOLCE
4609,GM36266
4610,LRCH4
4611,SAP25
4612,IRS3
4613,AGFG2
4614,NYAP1
4615,TSC22D4
4616,PPP1R35
4617,MEPCE
4618,ZCWPW1
4619,PILRA
4620,PILRB1
4621,PILRB2
4622,ZKSCAN1
4623,ZSCAN21
4624,ZFP113
4625,COPS6
4626,MCM7
4627,AP4M1
4628,TAF6
4629,CNPY4
4630,MBLAC1
4631,NXPE5
4632,LAMTOR4
4633,MAP11
4634,6330418K02RIK
4635,GPC2
4636,STAG3
4637,PVRIG
4638,ZFP157
4639,ZFP68
4640,A430033K04RIK
4641,FAM20C
4642,PDGFA
4643,6330403L08RIK
4644,PRKAR1B
4645,DNAAF5
4646,SUN1
4647,GET4
4648,ADAP1
4649,COX19
4650,3110082I17RIK
4651,GPR146
4652,C130050O18RIK
4653,GPER1
4654,ZFAND2A
4655,MICALL2
4656,INTS1
4657,MAFK
4658,PSMG3
4659,ELFN1
4660,MAD1L1
4661,NUDT1
4662,MRM2
4663,SNX8
4664,EIF3B
4665,CHST12
4666,GRIFIN
4667,GM43703
4668,LFNG
4669,TTYH3
4670,IQCE
4671,BRAT1
4672,AMZ1
4673,GNA12
4674,CARD11
4675,SDK1
4676,FOXK1
4677,AP5Z1
4678,RADIL
4679,WIPI2
4680,SLC29A4
4681,TNRC18
4682,FBXL18
4683,ACTB
4684,FSCN1
4685,RNF216
4686,RBAKDN
4687,RBAK
4688,ZFP12
4689,ZFP316
4690,BC030343
4691,E130309D02RIK
4692,ZDHHC4
4693,0610040B10RIK
4694,KDELR2
4695,DAGLB
4696,RAC1
4697,FAM220A
4698,CYTH3
4699,USP42
4700,D130017N08RIK
4701,EIF2AK1
4702,AIMP2
4703,PMS2
4704,RSPH10B
4705,CCZ1
4706,LMTK2
4707,BHLHA15
4708,TECPR1
4709,2900089D17RIK
4710,BRI3
4711,BAIAP2L1
4712,GM15708
4713,NPTX2
4714,TRRAP
4715,SMURF1
4716,ARPC1A
4717,ARPC1B
4718,PDAP1
4719,BUD31
4720,PTCD1
4721,CPSF4
4722,ATP5J2
4723,ZKSCAN14
4724,ZKSCAN5
4725,ZFP655
4726,1700001J03RIK
4727,B230303O12RIK
4728,RNF6
4729,CDK8
4730,WASF3
4731,USP12
4732,RPL21
4733,RASL11A
4734,GTF3A
4735,MTIF3
4736,LNX2
4737,POLR1D
4738,FLT3
4739,D5ERTD605E
4740,PAN3
4741,FLT1
4742,POMP
4743,SLC46A3
4744,MTUS2
4745,SLC7A1
4746,UBL3
4747,2210417A02RIK
4748,KATNAL1
4749,1810059H22RIK
4750,5930430L01RIK
4751,GM15411
4752,GM15408
4753,HMGB1
4754,MM2PR
4755,USPL1
4756,2310047D07RIK
4757,ALOX5AP
4758,MEDAG
4759,WDR95
4760,HSPH1
4761,B3GLCT
4762,FRY
4763,GM5
4764,BRCA2
4765,N4BP2L1
4766,GM43597
4767,N4BP2L2
4768,PDS5B
4769,STARD13
4770,D730045B01RIK
4771,1700028E10RIK
4772,RFC3
4773,GM20559
4774,SAMD9L
4775,HEPACAM2
4776,VPS50
4777,TFPI2
4778,GNG11
4779,BET1
4780,COL1A2
4781,CASD1
4782,SGCE
4783,PPP1R9A
4784,PON1
4785,PON3
4786,PON2
4787,ASB4
4788,PDK4
4789,SLC25A13
4790,SEM1
4791,SDHAF3
4792,ASNS
4793,C1GALT1
4794,COL28A1
4795,MIOS
4796,RPA3
4797,UMAD1
4798,A430035B10RIK
4799,GLCCI1
4800,ICA1
4801,NXPH1
4802,NDUFA4
4803,PHF14
4804,THSD7A
4805,TMEM106B
4806,TMEM168
4807,BMT2
4808,GPR85
4809,2610001J05RIK
4810,1110019D14RIK
4811,FOXP2
4812,MDFIC
4813,TFEC
4814,GM4876
4815,TES
4816,D830026I12RIK
4817,CAV2
4818,CAV1
4819,MET
4820,CAPZA2
4821,ST7
4822,WNT2
4823,CTTNBP2
4824,LSM8
4825,TSPAN12
4826,ING3
4827,CPED1
4828,FAM3C
4829,CADPS2
4830,NDUFA5
4831,WASL
4832,TMEM229A
4833,POT1A
4834,6530409C15RIK
4835,ZFP800
4836,GCC1
4837,ARF5
4838,SND1
4839,LRRC4
4840,LEP
4841,RBM28
4842,IMPDH1
4843,HILPDA
4844,FAM71F2
4845,CALU
4846,CCDC136
4847,FLNC
4848,ATP6V1F
4849,IRF5
4850,TNPO3
4851,TSPAN33
4852,SMO
4853,AHCYL2
4854,STRIP2
4855,NRF1
4856,UBE2H
4857,ZC3HC1
4858,KLHDC10
4859,TMEM209
4860,CPA2
4861,CEP41
4862,MEST
4863,COPG2
4864,LNCPINT
4865,2210408F21RIK
4866,MKLN1OS
4867,MKLN1
4868,PODXL
4869,PLXNA4
4870,PLXNA4OS1
4871,CHCHD3
4872,EXOC4
4873,SLC35B4
4874,AKR1B3
4875,AKR1B8
4876,AKR1B10
4877,BPGM
4878,CALD1
4879,GM13861
4880,AGBL3
4881,TMEM140
4882,CYREN
4883,WDR91
4884,STRA8
4885,SLC23A4
4886,CNOT4
4887,NUP205
4888,1810058I24RIK
4889,FAM180A
4890,MTPN
4891,PTN
4892,CREB3L2
4893,TRIM24
4894,D630045J12RIK
4895,ZC3HAV1L
4896,ZC3HAV1
4897,TTC26
4898,UBN2
4899,FMC1
4900,LUC7L2
4901,CLEC2L
4902,HIPK2
4903,TBXAS1
4904,PARP12
4905,4930599N23RIK
4906,KDM7A
4907,GM49041
4908,SLC37A3
4909,RAB19
4910,MKRN1
4911,GM10244
4912,DENND2A
4913,8030453O22RIK
4914,ADCK2
4915,NDUFB2
4916,BRAF
4917,MRPS33
4918,AGK
4919,E330009J07RIK
4920,SSBP1
4921,CLEC5A
4922,TRBV12-2
4923,PRSS2
4924,TRBC1
4925,TRBC2
4926,EPHB6
4927,GSTK1
4928,CASP2
4929,ZYX
4930,TCAF2
4931,TCAF1
4932,ARHGEF5
4933,TPK1
4934,CUL1
4935,EZH2
4936,PDIA4
4937,ZFP786
4938,ZFP398
4939,ZFP282
4940,ZFP212
4941,ZFP956
4942,ZFP777
4943,ZFP746
4944,KRBA1
4945,ZFP467
4946,SSPO
4947,ATP6V0E2
4948,LRRC61
4949,RARRES2
4950,REPIN1
4951,ZFP775
4952,AI854703
4953,GIMAP8
4954,GIMAP9
4955,GIMAP4
4956,GIMAP6
4957,GIMAP7
4958,GIMAP1OS
4959,GIMAP1
4960,GIMAP5
4961,4833403J16RIK
4962,GIMAP3
4963,TMEM176B
4964,TMEM176A
4965,GM7932
4966,AOC1
4967,GPNMB
4968,MALSU1
4969,IGF2BP3
4970,TRA2A
4971,CCDC126
4972,FAM221A
4973,MPP6
4974,GSDME
4975,OSBPL3
4976,CYCS
4977,5430402O13RIK
4978,4921507P07RIK
4979,NFE2L3
4980,HNRNPA2B1
4981,CBX3
4982,SNX10
4983,SKAP2
4984,HOXA1
4985,HOTAIRM1
4986,HOXA2
4987,HOXAAS2
4988,HOXA3
4989,GM15050
4990,HOXAAS3
4991,HOXA4
4992,HOXA5
4993,HOXA7
4994,HOXA9
4995,HOXA10
4996,HIBADH
4997,TAX1BP1
4998,JAZF1
4999,CREB5
5000,TRIL
5001,CHN2
5002,PRR15
5003,WIPF3
5004,FKBP14
5005,PLEKHA8
5006,MTURN
5007,ZNRF2
5008,NOD1
5009,GGCT
5010,GARS
5011,INMT
5012,MINDY4
5013,AQP1
5014,ADCYAP1R1
5015,PDE1C
5016,LSM5
5017,AVL9
5018,KBTBD2
5019,FKBP9
5020,NT5C3
5021,PPM1K
5022,HERC6
5023,LANCL2
5024,VOPP1
5025,ABCG2
5026,HERC3
5027,NAP1L5
5028,FAM13A
5029,TIGD2
5030,GPRIN3
5031,SNCA
5032,MMRN1
5033,A730020E08RIK
5034,CCSER1
5035,SMARCAD1
5036,HPGDS
5037,TNIP3
5038,NDNF
5039,PRDM5
5040,2610300M13RIK
5041,MAD2L1
5042,GNG12
5043,GADD45A
5044,E230016M11RIK
5045,A430010J10RIK
5046,SERBP1
5047,IL12RB2
5048,IL23R
5049,TACSTD2
5050,IGKV14-111
5051,IGKV1-110
5052,IGKV10-96
5053,IGKV4-51
5054,IGKV12-44
5055,IGKV12-41
5056,IGKV3-4
5057,GM30211
5058,IGKC
5059,RPIA
5060,EIF2AK3
5061,THNSL2
5062,FABP1
5063,SMYD1
5064,KRCC1
5065,CD8B1
5066,GM44175
5067,CD8A
5068,RMND5A
5069,RNF103
5070,CHMP3
5071,KDM3A
5072,REEP1
5073,MRPL35
5074,IMMT
5075,PTCD3
5076,POLR1A
5077,ST3GAL5
5078,GM38832
5079,ATOH8
5080,USP39
5081,GM45051
5082,0610030E20RIK
5083,TMEM150A
5084,RNF181
5085,VAMP5
5086,VAMP8
5087,GGCX
5088,MAT2A
5089,SH2D6
5090,CAPG
5091,ELMOD3
5092,RETSAT
5093,TGOLN1
5094,GM20536
5095,TCF7L1
5096,KCMF1
5097,GM26640
5098,TMSB10
5099,GM20560
5100,DNAH6
5101,SUCLG1
5102,GM9008
5103,REG3G
5104,GCFC2
5105,MRPL19
5106,EVA1A
5107,TACR1
5108,POLE4
5109,HK2
5110,GM38843
5111,SEMA4F
5112,M1AP
5113,DOK1
5114,LOXL3
5115,HTRA2
5116,AUP1
5117,DQX1
5118,TLX2
5119,PCGF1
5120,LBX2
5121,CCDC142
5122,CCDC142OS
5123,MRPL53
5124,MOGS
5125,WBP1
5126,INO80B
5127,RTKN
5128,WDR54
5129,DCTN1
5130,MTHFD2
5131,MOB1A
5132,BOLA3
5133,TET3
5134,DGUOK
5135,ACTG2
5136,STAMBP
5137,CD207
5138,1700124L16RIK
5139,TEX261
5140,NAGK
5141,PAIP2B
5142,ZFP638
5143,DYSF
5144,CYP26B1
5145,EXOC6B
5146,SPR
5147,SFXN5
5148,RAB11FIP5
5149,SMYD5
5150,PRADC1
5151,CCT7
5152,EGR4
5153,ALMS1
5154,NAT8
5155,NAT8F4
5156,NAT8F1
5157,TPRKB
5158,DUSP11
5159,TGFA
5160,FAM136A
5161,SNRPG
5162,PCYOX1
5163,TIA1
5164,C87436
5165,2310040G24RIK
5166,GM43936
5167,GM44386
5168,PCBP1
5169,1600020E01RIK
5170,ASPRV1
5171,MXD1
5172,SNRNP27
5173,GMCL1
5174,ANXA4
5175,2610306M01RIK
5176,AAK1
5177,NFU1
5178,GFPT1
5179,D6ERTD527E
5180,ANTXR1
5181,ARHGAP25
5182,APLF
5183,GM44210
5184,EFCC1
5185,RAB43
5186,ISY1
5187,CNBP
5188,COPG1
5189,HMCES
5190,H1FX
5191,GM5577
5192,RAB7
5193,RPN1
5194,GATA2
5195,EEFSEC
5196,RUVBL1
5197,SEC61A1
5198,KBTBD12
5199,MGLL
5200,ABTB1
5201,PODXL2
5202,MCM2
5203,TPRA1
5204,GM1965
5205,4930512J16RIK
5206,PLXNA1
5207,CHCHD6
5208,TXNRD3
5209,ZXDC
5210,CFAP100
5211,KLF15
5212,GM44421
5213,GM45901
5214,ALDH1L1
5215,SLC41A3
5216,IQSEC1
5217,NUP210
5218,HDAC11
5219,FBLN2
5220,1810044D09RIK
5221,CHCHD4
5222,TMEM43
5223,XPC
5224,LSM3
5225,SLC6A6
5226,GRIP2
5227,CCDC174
5228,FGD5
5229,NR2C2
5230,MRPS25
5231,RBSN
5232,PRICKLE2
5233,ADAMTS9
5234,9530026P05RIK
5235,MAGI1
5236,SLC25A26
5237,LRIG1
5238,4930511E03RIK
5239,KBTBD8
5240,SUCLG2
5241,EOGT
5242,TMF1
5243,UBA3
5244,ARL6IP5
5245,FRMD4B
5246,MITF
5247,FOXP1
5248,GM20705
5249,EIF4E3
5250,GPR27
5251,PROK2
5252,RYBP
5253,SHQ1
5254,GXYLT2
5255,PPP4R2
5256,PDZRN3
5257,CHL1
5258,IL5RA
5259,TRNT1
5260,CRBN
5261,SETMAR
5262,SUMF1
5263,ITPR1
5264,BHLHE40
5265,ARL8B
5266,EDEM1
5267,LMCD1
5268,SSU2
5269,OXTR
5270,RAD18
5271,SRGAP3
5272,THUMPD3
5273,GT(ROSA)26SOR
5274,SETD5
5275,LHFPL4
5276,MTMR14
5277,CPNE9
5278,BRPF1
5279,GM15492
5280,OGG1
5281,CAMK1
5282,TADA3
5283,ARPC4
5284,TTLL3
5285,RPUSD3
5286,CIDEC
5287,JAGN1
5288,IL17RE
5289,IL17RC
5290,CRELD1
5291,EMC3
5292,FANCD2
5293,BRK1
5294,VHL
5295,IRAK2
5296,TATDN2
5297,GM26982
5298,GM44053
5299,SEC13
5300,ATP2B2
5301,HRH1
5302,ATG7
5303,VGLL4
5304,TAMM41
5305,SYN2
5306,TIMP4
5307,PPARG
5308,TSEN2
5309,MKRN2
5310,RAF1
5311,D830050J10RIK
5312,CAND2
5313,RPL32
5314,MBD4
5315,IFT122
5316,PLXND1
5317,TMCC1
5318,9530062K07RIK
5319,WASHC2
5320,ZFAND4
5321,MARCH8
5322,ALOX5
5323,ZFP422
5324,RASSF4
5325,DEPP1
5326,CXCL12
5327,ZFP637
5328,ZFP239
5329,HNRNPF
5330,RASGEF1A
5331,CSGALNACT2
5332,RET
5333,BMS1
5334,ZFP248
5335,ZFP9
5336,ANKRD26
5337,CACNA1C
5338,DCP1B
5339,CACNA2D4
5340,LRTM2
5341,ADIPOR2
5342,WNT5B
5343,FBXL14
5344,ERC1
5345,RAD52
5346,WNK1
5347,NINJ2
5348,CCDC77
5349,KDM5A
5350,IL17RA
5351,TMEM121B
5352,HDHD5
5353,GM20692
5354,CECR2
5355,ATP6V1E1
5356,BCL2L13
5357,BID
5358,MICAL3
5359,GM43916
5360,PEX26
5361,TUBA8
5362,USP18
5363,GM44148
5364,SLC6A13
5365,SLC6A12
5366,IQSEC3
5367,A2M
5368,KLRG1
5369,M6PR
5370,PHC1
5371,RIMKLB
5372,MFAP5
5373,AICDA
5374,GM16556
5375,APOBEC1
5376,GDF3
5377,DPPA3
5378,SLC2A3
5379,GM26826
5380,FOXJ2
5381,C3AR1
5382,NECAP1
5383,CLEC4A1
5384,CLEC4A3
5385,CLEC4B1
5386,CLEC4A2
5387,CLEC4B2
5388,CLEC4N
5389,CLEC4D
5390,CLEC4E
5391,CD163
5392,PEX5
5393,CLSTN3
5394,C1RL
5395,C1RA
5396,C1S1
5397,C1RB
5398,C1S2
5399,LPCAT3
5400,EMG1
5401,PHB2
5402,PTPN6
5403,GRCC10
5404,ATN1
5405,ENO2
5406,LRRC23
5407,SPSB2
5408,TPI1
5409,USP5
5410,CDCA3
5411,P3H3
5412,GPR162
5413,CD4
5414,LAG3
5415,PTMS
5416,MLF2
5417,COPS7A
5418,PIANP
5419,ZFP384
5420,ING4
5421,ACRBP
5422,CHD4
5423,NOP2
5424,IFFO1
5425,GAPDH
5426,NCAPD2
5427,MRPL51
5428,VAMP1
5429,TAPBPL
5430,CD27
5431,4930417O13RIK
5432,LTBR
5433,SCNN1A
5434,TNFRSF1A
5435,CD9
5436,GM28809
5437,VWF
5438,NTF3
5439,KCNA5
5440,KCNA6
5441,NDUFA9
5442,DYRK4
5443,RAD51AP1
5444,D6WSU163E
5445,TIGAR
5446,CCND2
5447,9330179D12RIK
5448,PARP11
5449,CRACR2A
5450,TSPAN11
5451,TSPAN9
5452,TEAD4
5453,TULP3
5454,RHNO1
5455,FOXM1
5456,NRIP2
5457,ITFG2
5458,FKBP4
5459,KLRB1A
5460,KLRB1
5461,KLRB1C
5462,KLRB1B
5463,GM44067
5464,BC035044
5465,CLEC2I
5466,GM15987
5467,KLRB1F
5468,CLEC2D
5469,2310001H17RIK
5470,CD69
5471,CLEC12A
5472,CLEC12B
5473,CLEC1B
5474,CLEC9A
5475,GM43914
5476,CLEC1A
5477,GABARAPL1
5478,KLRE1
5479,KLRD1
5480,KLRK1
5481,KLRC2
5482,KLRC1
5483,KLRI1
5484,KLRI2
5485,KLRA17
5486,KLRA5
5487,KLRA6
5488,KLRA4
5489,KLRA8
5490,KLRA9
5491,KLRA7
5492,KLRA3
5493,KLRA1
5494,KLRA2
5495,MAGOHB
5496,STYK1
5497,YBX3
5498,SMIM10L1
5499,ETV6
5500,BCL2L14
5501,LRP6
5502,GM38910
5503,MANSC1
5504,BORCS5
5505,DUSP16
5506,CREBL2
5507,GPR19
5508,2810454H06RIK
5509,CDKN1B
5510,LOCKD
5511,APOLD1
5512,DDX47
5513,GPRC5A
5514,HEBP1
5515,GM19434
5516,FAM234B
5517,GSG1
5518,EMP1
5519,ATF7IP
5520,PLBD1
5521,GUCY2C
5522,HIST4H4
5523,H2AFJ
5524,WBP11
5525,BC049715
5526,ART4
5527,MGP
5528,ERP27
5529,ARHGDIB
5530,RERG
5531,PTPRO
5532,EPS8
5533,STRAP
5534,DERA
5535,MGST1
5536,PLEKHA5
5537,AEBP2
5538,GM28523
5539,PDE3A
5540,SLCO1C1
5541,SLCO1A5
5542,PYROXD1
5543,RECQL
5544,GOLT1B
5545,SPX
5546,LDHB
5547,KCNJ8
5548,ABCC9
5549,CMAS
5550,ST8SIA1
5551,C2CD5
5552,GM31108
5553,ETNK1
5554,SOX5
5555,BCAT1
5556,LRMP
5557,CASC1
5558,ETFRF1
5559,KRAS
5560,GM15706
5561,RASSF8
5562,BHLHE41
5563,SSPN
5564,GM32914
5565,ITPR2
5566,INTS13
5567,FGFR1OP2
5568,TM7SF3
5569,MED21
5570,STK38L
5571,ARNTL2
5572,PPFIBP1
5573,REP15
5574,MRPS35
5575,KLHL42
