	AveExpr	Coef.(Intercept)	Coef.metadata$cell_typeTh17p	t.(Intercept)	t.metadata$cell_typeTh17p	P.value.(Intercept)	P.value.metadata$cell_typeTh17p	F	F.p.value
GM13139	2.22804615885285	2.03497439717189	0.402811589118534	14.1625877689465	1.94085916570845	3.51475803082379e-35	0.0532168526838348	232.774332987543	1.21980234139699e-61
GM13157	3.51764053980648	3.41405347887191	0.216116889719596	18.9344915407857	0.829813388006658	4.58896709561673e-53	0.407307636998737	365.821778218074	5.26138287259975e-81
NCL	8.50530628219182	8.37840503697592	0.264757993615902	227.222478568119	4.9710418993867	0	1.12477620295669e-06	51104.1143306835	0
MIIP	3.96762595369161	3.57255547197274	0.82424776761492	17.8404781246747	2.84966421763399	5.87349587077738e-49	0.00468116150808675	381.030924158673	6.84321159635207e-83
MFN2	1.45120330315002	1.27616443156854	0.365189012652012	8.86064085876239	1.75543438783553	7.32181225414189e-17	0.0802110883657649	99.0317844032617	1.03136658566772e-33
PLOD1	0.421932233022819	0.526844195016847	-0.218881071786101	5.58316061808287	-1.60588532927913	5.31175953766727e-08	0.109356774447897	20.4881553416175	4.59502520998635e-09
2510039O18RIK	1.13566938855854	1.08114543292855	0.113755015343146	8.03913016557549	0.585603814631675	2.13528932332108e-14	0.558584389680029	68.6484744233527	2.97545968019257e-25
MTHFR	0.687422465668558	0.493108112169154	0.405404046869259	4.48857055830092	2.55483225244031	1.02523630525733e-05	0.0111201410730289	40.8620663385401	2.06569066914929e-16
AGTRAP	1.25122277818546	1.3721641025856	-0.252323626446345	10.9751152072623	-1.39723466966306	9.11108151171257e-24	0.163381054720417	97.1520652437667	3.20593053137179e-33
MAD2L2	7.45494340244223	7.43103059841947	0.0498900227812972	58.1230973773444	0.270160470279058	8.9875890344052e-165	0.787223545731359	3265.00620396518	1.43240216385231e-203
FBXO6	2.96981070317699	3.01627624179137	-0.0969424906343096	15.4131025754103	-0.34295846752621	7.79494261106795e-40	0.731871176534102	221.20858527196	1.19841333842539e-59
FBXO44	0.726975158676898	0.900482741678474	-0.361994237916957	7.13309134958244	-1.98523741213778	7.4583992697139e-12	0.048033296377102	33.8151238808053	5.79722743157481e-14
UBIAD1	1.24706735660021	1.00468170490522	0.505696683392428	6.65968650023618	2.32072562763041	1.3183684894703e-10	0.0209755896042448	68.3106527808395	3.75071719298089e-25
MTOR	1.71847015807495	1.85809802405281	-0.291309936212796	14.5597250062248	-1.58033169443939	1.18661471569534e-36	0.11509027531194	175.366915153189	4.35855714824052e-51
EXOSC10	4.66478299239776	4.55152365809451	0.236296452862899	26.5311135966872	0.953595687004025	1.70070613036248e-80	0.341060140883456	710.44313951725	3.34642349594604e-114
SRM	5.00646978873865	4.63034319553461	0.784724546972472	32.8132602191826	3.85000984612734	5.19706821390261e-101	0.000144536893898386	1216.13392736451	3.52038345828387e-144
TARDBP	5.93187809450998	5.76182495897574	0.354787117301669	84.7421913805886	3.61256668705676	8.4410173638515e-211	0.000355627477764224	7315.47125267768	2.9411019386995e-254
PEX14	1.2811173927531	1.1303648867405	0.314519616860822	9.50833669789838	1.83164807089502	6.72443205061072e-19	0.0680006055300743	113.194369617306	2.61870261519021e-37
DFFA	2.25682172052635	2.28335368133441	-0.0553544506067595	12.9567842383729	-0.217462805065174	9.15075309987694e-31	0.82799630636917	157.506630942971	2.02715548050713e-47
