	AveExpr	Coef.(Intercept)	Coef.metadata$cell_typeTh17p	t.(Intercept)	t.metadata$cell_typeTh17p	P.value.(Intercept)	P.value.metadata$cell_typeTh17p	F	F.p.value
TUFM	6.19352172546592	6.00225651851652	0.399042518095869	52.3899190284375	2.41135276154346	1.63426373472521e-152	0.0164973737076364	2809.19852266326	2.76346163862077e-194
ATXN2L	1.91400764180423	2.08152734096866	-0.349501530630825	17.6130789899977	-2.04743746662854	4.21000581527207e-48	0.0414905153015907	253.970798470722	3.86160359141244e-65
EIF3C	7.45634209817574	7.39820399314223	0.12129532704831	128.546717878855	1.45910706861216	2.51043175070675e-263	0.145587453727018	16119.0991941592	9.7330610284156e-305
CLN3	2.65447222790683	2.41343168900456	0.502890332961577	11.9287454104419	1.72084378376464	4.3766702465475e-27	0.0863157216060337	166.778402639747	2.3827310645816e-49
NUPR1	2.49901969384228	2.47109698616738	0.0582560088181385	9.81461446529554	0.160188960044568	6.89568634089012e-20	0.872840605621292	94.6141770033108	1.50297085069986e-32
CCDC101	5.49845705696246	5.17556981344719	0.673649644744073	28.6110889653599	2.57821245964681	1.58851545066354e-87	0.0104106641192648	890.531005596386	1.58486653613257e-126
SLX1B	2.54470270690289	2.69436082757579	-0.312236366871522	27.879826596569	-2.2367950787879	4.42460692254056e-85	0.026038259615773	668.286284355037	6.06505321507044e-111
BOLA2	9.8690223286483	9.92942562291205	-0.126021261413594	212.439138150127	-1.86664885123504	0	0.0629312544768574	42813.2107498634	0
CORO1A	7.59731580763065	7.75918013799872	-0.337702559760711	132.968420845088	-4.00659486576567	1.23553189993022e-267	7.78481696065956e-05	16285.1164877945	2.13962155278807e-305
MAPK3	1.61120500515968	2.05066729780364	-0.916863776019775	12.090716394123	-3.74257096859689	1.16883477396711e-27	0.000218463830517784	93.6609508184473	2.69638252386542e-32
YPEL3	2.39472744412494	2.89783062727854	-1.04963973463701	13.7625169415419	-3.45122705541072	1.04853994843972e-33	0.0006386153541038	130.164458103801	2.27677035248908e-41
PPP4C	6.25489983326047	6.29053537748646	-0.07434753831321	55.7065144796154	-0.455819994139751	9.86563984769044e-160	0.64885094888801	2946.34663518375	3.19911028890488e-197
ALDOA	11.4158836204103	11.3947994475366	0.0439885621104822	374.715827621701	1.00148285571746	0	0.317404818906673	135332.602404161	0
4930523C07RIK	2.14009833976112	2.01355942135267	0.264002059988849	13.1638897852667	1.19491084805242	1.62070941784399e-31	0.233070684345745	188.688038491635	1.07894031802226e-53
DOC2A	0.777484280366104	0.796824433765322	-0.0403499603293034	8.30698675638732	-0.291227504324445	3.47848398512805e-15	0.77107965187089	63.1288494623881	1.36923334815551e-23
INO80E	4.34912465153396	4.30283159181315	0.0965826425829838	32.7178253041522	0.50843748949788	1.02660252717026e-100	0.611522233643654	1050.28793510736	8.6741092835939e-136
HIRIP3	2.78265341724129	2.38456910937244	0.830535606345087	14.910964389933	3.59552635652752	5.85309297197118e-38	0.000378693040273088	297.201322996498	9.69599819954122e-72
TAOK2	0.770064568072965	0.817372568441065	-0.0987001446528708	8.51521208635654	-0.711871491905446	8.28208970263616e-16	0.477100510911069	62.0544739712419	2.91864335749402e-23
TMEM219	3.20352368947516	3.08439485052968	0.248542181972586	16.1614013741593	0.901607581068927	1.21737489919321e-42	0.367992481452749	270.96734407434	8.14871146600639e-68
KCTD13	0.880551652997459	0.554988863526955	0.679231719039181	4.20974672887982	3.56695852258911	3.38747855989909e-05	0.000420542191753485	49.2010703188377	3.40944667824015e-19
CDIPT	3.36839381646592	3.47156331268254	-0.215245711531084	21.9515138698839	-0.942285037373298	3.05162096200597e-64	0.346808942187187	436.071713930024	2.72639089724433e-89
MVP	0.760968423835559	0.772465320178583	-0.0239863304998342	7.44470790525114	-0.160044548808194	1.04764801296693e-12	0.872954261447371	51.6617778502902	5.41960833289488e-20
PAGR1A	4.53967119363506	4.56373540586138	-0.0502059104002308	32.3061734331424	-0.246052799663955	1.95994918279084e-99	0.805810517100911	991.706670023735	1.5232163535912e-132
MAZ	1.33974317289953	1.29234294428672	0.0988925632928987	11.9917199160191	0.635295436103281	2.62130254043552e-27	0.525722595028735	148.604417572664	1.64240897926793e-45
KIF22	6.21328332618641	6.15179874766599	0.128277178208068	39.4506638860709	0.569521332152294	2.05148418087357e-120	0.569430858888267	1524.69845815182	2.20576797985075e-157
AI467606	2.05844688377465	2.17515879445989	-0.243499669774969	13.7955327541955	-1.06918851967804	7.92890070275665e-34	0.285848835783218	164.240195453478	7.93754115504937e-49
SPN	3.41122212070231	3.41852983438789	-0.0152463091281761	27.7497049287628	-0.0856824975729327	1.2132581506895e-84	0.931776275357219	736.293910627365	4.02466405978995e-116
CD2BP2	2.79997919126198	2.78992878954349	0.0209684640169913	18.8901439352029	0.0982917728855226	6.72736179494521e-53	0.921766601386803	345.13661739826	2.38410213815014e-78
TBC1D10B	1.40209218813823	1.55943611733333	-0.328271506953809	11.5190885585697	-1.67877355236344	1.20029862206661e-25	0.0942429724064537	104.411044016923	4.20951567811551e-35
MYLPF	2.71667910152989	2.87500736778241	-0.330325159807421	15.1252150528407	-1.20313026358721	9.29074463072895e-39	0.229879573754259	196.875847294477	3.03056802191064e-55
SEPT1	6.79012278548584	6.86878699904684	-0.164119582249573	114.029283162201	-1.88627560920309	4.17550505167435e-248	0.060228719580936	12203.4412993964	6.76642689950575e-287
ZFP553	0.498415202329646	0.514100437088432	-0.0327245905039426	5.52333254874023	-0.243408556495347	7.24422478166193e-08	0.807856158920919	27.5643051291537	1.0351831148226e-11
MRPS14	7.1168418374906	6.96949137894337	0.307421819990638	147.566658370967	4.50640529104978	6.22152531334084e-281	9.47818909378285e-06	21814.3459042699	4.94065645841247e-324
DCTPP1	8.86352983418874	8.66597850563799	0.41215744805551	104.108952732954	3.42800955513043	1.34155778557523e-236	0.000693519449594309	10893.808059666	1.23726100940117e-279
SEPHS2	3.55398968423273	3.6117107659378	-0.12042527837748	43.1586821264778	-0.99627967669317	2.52226457296959e-130	0.319921451983077	1732.44011610445	5.79321232441011e-165
ITGAL	4.96189998019724	5.52384429884966	-1.17240181589354	40.1259641191307	-5.8961555922935	2.88527062896459e-122	1.00593219245519e-08	1264.9243097292	1.86824505845146e-146
ZFP747	0.636603088071112	0.613615091890508	0.0479605675710434	5.43041178731657	0.293852537881301	1.16706393936299e-07	0.769074866088872	30.5222648049933	8.7032591821651e-13
9130019O22RIK	0.477778264491453	0.452450391339802	0.0528423252804226	4.87826398989284	0.394443361988133	1.74414380114598e-06	0.693535485947308	25.5597330347264	5.67592944248509e-11
E430018J23RIK	0.830268044710709	0.811771573619357	0.0385897598308788	5.63795165528304	0.185553002040998	3.98904675317687e-08	0.852921372014275	31.9474942880087	2.67828562523394e-13
CACYBP	7.86719656424351	7.7296757198887	0.286913991819386	114.842944889801	2.95123080196073	5.24458189338361e-249	0.00341608803702014	13123.8508205209	1.49134320561969e-291
ZFP764	1.02541661937732	1.02312790120242	0.00477502353037244	6.98734603566177	0.0225770003857249	1.83197227169722e-11	0.982002779335929	47.0932600359107	1.67791720879909e-18
ZFP688	1.06589825189476	0.900386652813978	0.345311969305228	6.04992076842924	1.60635182860384	4.33369741224693e-09	0.10925425440653	50.5467151835317	1.24361068331031e-19
ZFP689	0.651247055191719	0.71010115880977	-0.122789137044855	6.65552606787739	-0.796765490698961	1.35125009831414e-10	0.42622069718699	36.0946659037321	9.1438019212561e-15
PRR14	3.20804378453532	3.59125332191176	-0.799501912512015	20.1031720327807	-3.0984640140961	1.99357289379183e-57	0.00213057207062301	314.477079047105	3.35908780192953e-74
FBRS	1.13158929776409	1.24907714732918	-0.245118535063867	9.57324920473712	-1.30063265967868	4.16251306223506e-19	0.194387738711969	73.0743767304801	1.48013074132952e-26
RABGAP1L	5.15450515923265	5.1593386156973	-0.0100841897463746	34.0310126574185	-0.0460500652957077	9.68197548186551e-105	0.963301147771576	1110.01055295529	6.16125590242972e-139
PHKG2	3.59095093411022	3.54434750946485	0.0972301665263172	17.554237421668	0.333391944795173	7.00927700912416e-48	0.739072576217901	303.79512183681	1.0875863661301e-72
RNF40	1.52996399588848	1.67042712676254	-0.293052575204874	12.9214733784626	-1.56941733888877	1.22832351376482e-30	0.117610451800096	135.731596855248	1.19878494282104e-42
BCL7C	0.596075496264354	0.573384757499155	0.0473403902295532	5.88123350384361	0.336172755222445	1.09065710740986e-08	0.73697685838273	35.9518526258273	1.02585854693647e-14
ORAI3	0.691614683494561	0.811908272853126	-0.250972236791251	6.49626425995931	-1.39024326250394	3.44147912854574e-10	0.16549108821677	30.3721813312895	9.85860727629329e-13
STX4A	2.03265074849728	1.74577514944372	0.598517436874327	9.94864606195354	2.36135282080333	2.51692500064691e-20	0.0188508773245399	131.633100443117	1.0412758066247e-41
ZFP668	0.77352407046724	0.915424832326362	-0.296051949202484	8.33438820896294	-1.86606755742911	2.88334088922885e-15	0.0630128084242772	49.3667405885506	3.01022615085903e-19
ZFP646	0.725975493295392	0.794803026051474	-0.143597010786071	7.2286813217118	-0.90417681759459	4.10900116357582e-12	0.366631012654807	42.272130566248	6.85665610399369e-17
VKORC1	4.26725148460941	4.83875446834905	-1.19234435456472	19.284716254617	-3.28995356922072	2.24456666929716e-54	0.00112212233866071	283.157292206995	1.14267371489915e-69
BCKDK	5.02446888288714	5.21028635360448	-0.387676737467839	34.2580445143725	-1.76473345943885	1.99197803652007e-105	0.0786314969690755	1049.58621543087	9.46550776998107e-136
KAT8	2.24216481961683	2.04356928151465	0.414336014745551	10.8838805109262	1.52776123112843	1.86792170520259e-23	0.127631079278384	138.102170860517	3.4823255135501e-43
PRSS36	0.827570883954843	0.87917742640911	-0.107668325983724	7.62903372959354	-0.646828829246059	3.19734486291882e-13	0.51823994424682	49.7299733455659	2.29179504092479e-19
FUS	2.09810751193367	2.14324862165555	-0.0941792936643571	18.2627880136859	-0.555595033730481	1.51893653107985e-50	0.578904017461643	307.081687621552	3.69862800118374e-73
PYCARD	5.29302997403595	5.73713502620016	-0.926550108831814	43.6626313146442	-4.88193672305202	1.26559435115734e-131	1.71432751805669e-06	1570.13900070252	4.05477356485715e-159
COX6A2	0.0999177908001685	0.0322781942162333	0.141118582801016	0.532060683717969	1.61043998647561	0.595079865295985	0.108359086263368	3.90159562332593	0.0212487861986623
9130023H24RIK	1.84469176864435	1.95521497706892	-0.230587988799467	10.139134607874	-0.827849624412967	5.94149902352447e-21	0.408417235068781	88.2148517230152	7.95035107410123e-31
RC3H1	2.88514412757832	3.10633154948942	-0.461470160821716	25.7828483535022	-2.65176547587357	6.54308970033854e-78	0.00843516103004142	554.186992015343	3.33977016448522e-101
ARMC5	0.475141701794831	0.466713968170059	0.0175830413754234	5.35800590609778	0.139750956254511	1.68505985982613e-07	0.888951039793245	28.5818631398558	4.39620182089839e-12
BC017158	0.264668179116056	0.26638539837009	-0.00358268765230296	3.69671752954586	-0.0344209774856533	0.000259838128289381	0.972564468491941	12.9546617061303	4.02560252944676e-06
RGS10	5.22197217272009	6.28003383211596	-2.20746677140144	31.6378300414724	-7.69922978479107	2.46165521035579e-97	2.02474975107786e-13	694.222596128055	5.74027405016651e-113
TIAL1	4.46058536296857	4.87840837020007	-0.871717065447007	42.0073286325174	-5.19673847477239	2.5844547357713e-127	3.76702722071949e-07	1430.17269327348	1.28860489348005e-153
SERPINC1	0.312693926389231	0.256409389350546	0.117428170800133	2.7739420853069	0.879516845999268	0.0058871405197119	0.379828809547844	11.3757421370056	1.73323537447963e-05
BAG3	0.847436367764526	0.80570993214751	0.0870551534455724	6.6411599766316	0.496784584699329	1.47110400763351e-10	0.619706745233587	46.9762136118763	1.83408516834041e-18
INPP5F	2.53501877513458	2.6028807723735	-0.141582584167515	18.4601643238867	-0.695183608261131	2.75661216661489e-51	0.487481216385186	310.637550102726	1.1615035182722e-73
MCMBP	5.0104482196661	5.15560654723446	-0.302848309315299	70.5525058583802	-2.86923573825018	3.50848657788174e-188	0.00440840615807819	4518.61530087645	7.77435064097644e-224
SEC23IP	4.09588732682297	4.08610843820878	0.020401997828163	37.9791478127897	0.131285398270742	2.64792083622162e-116	0.895638009284012	1391.74734720932	5.08301161336334e-152
ZBTB37	0.327008720194911	0.319491742726621	0.0156829026316842	3.77335382594229	0.128233867227139	0.000194265211215365	0.898050276782503	14.3316017583898	1.14006541109144e-06
WDR11	0.939826249473201	1.18448383698489	-0.510436693369701	9.4592151076658	-2.82212502991796	9.65603847909776e-19	0.00509098866334156	58.0748279005776	4.98293154900918e-22
ATE1	3.56385489498669	3.59382709705606	-0.0625319323749474	24.4570947342988	-0.294617091389933	2.92793286118446e-73	0.768491253705402	564.884713972888	3.51262347871218e-102
NSMCE4A	2.58921766347256	2.46081357085654	0.267893430637746	13.288947891332	1.00157240460572	5.67933866039141e-32	0.317361621090385	188.239470221106	1.31545987113118e-53
TACC2	0.739948510225838	0.867769379343561	-0.266676633411078	7.89456541555067	-1.67964411048039	5.59989781606505e-14	0.0940731842858871	44.9258907604932	8.79439646738282e-18
PLEKHA1	0.98769952966295	1.13970224044586	-0.317127957748512	8.89612214342205	-1.71376893824214	5.68937462475101e-17	0.0876096354689199	58.5452760422775	3.55289620269105e-22
DARS2	2.43402305982932	2.0333488431604	0.835939013194153	11.4979821652713	3.27259854564889	1.42197675385904e-25	0.00119076117706765	187.266346803681	2.02401577679159e-53
2310057M21RIK	2.72869847509948	2.68528288927204	0.0905792797838585	13.0823422926796	0.305515133688894	3.20683856347879e-31	0.760186852557596	169.751060272773	5.892816525632e-50
CENPL	2.6746520495831	2.99067177000336	-0.65932171886242	16.8317864816285	-2.56901858074213	3.66843434568457e-45	0.0106846775713634	220.894753366423	1.35997304079565e-59
PSTK	2.83757427064702	2.69538830447963	0.296646979773687	13.7782908733599	1.0498381282805	9.17497515872229e-34	0.294642020758629	202.589307054443	2.63327878777322e-56
IKZF5	1.66419261253851	1.61461225123544	0.103441041567545	11.2471772070041	0.498857585530724	1.05583857673376e-24	0.618247248896159	129.17169997573	3.87253730366231e-41
ACADSB	1.58406506538441	1.54403996337774	0.0835056085031139	9.05482135921576	0.339035672623173	1.82849785265252e-17	0.734821313841324	82.9241235524048	2.29461617839601e-29
BUB3	7.54325936731982	7.52904081349865	0.0296646086916608	80.1932853816745	0.218748649180393	5.98179880585502e-204	0.826995382598066	6198.79854205512	9.30122179225575e-244
KLHL20	1.00069383801338	1.21447670348948	-0.446021805669554	9.39634357641369	-2.38909925373792	1.53219284241206e-18	0.0175107786741003	60.4155040616153	9.32944047645575e-23
OAT	5.25119121252866	4.99828649708019	0.527642931511191	38.196939441676	2.79161771764377	6.42485610174042e-117	0.00558283182171411	1550.29556671462	2.29177431381915e-158
LHPP	0.65266973725116	0.552550254992987	0.208882373056618	4.31932956716205	1.13045883521258	2.13324563683761e-05	0.259190710872135	25.6347733591953	5.32377509751964e-11
FAM53B	0.666563284920058	0.939084236978507	-0.568568892783814	10.6357222379445	-4.45814235840734	1.29978921031927e-22	1.17152781147163e-05	64.6641464515918	4.67337693177427e-24
METTL10	5.03778701086495	5.00469516282205	0.0690405462765561	29.3121512069008	0.279951425261606	7.66249877850489e-90	0.779708731351561	836.04786312097	4.87178794107362e-123
FAM175B	3.28789016480169	3.36488051641519	-0.160627352287168	17.8845174112404	-0.59106532244023	4.01127492749521e-49	0.554924083349459	293.426565040614	3.44231523947382e-71
ZRANB1	1.04136568807506	1.01559226563332	0.0537718885475184	6.96694938656712	0.25538004648168	2.07538870955388e-11	0.798605511700245	49.0380304673641	3.85437586655191e-19
UROS	1.88237177891863	2.00007280962127	-0.245563301465952	9.74289236055303	-0.828159453043025	1.17923609611937e-19	0.408242050482325	81.0824246052994	7.5312910206751e-29
BCCIP	7.82166298731599	7.54544071450205	0.576291072777289	92.8082311841459	4.90740812583275	3.7417745519593e-222	1.5206800937696e-06	8899.81574025938	9.91944276986526e-267
DHX32	1.9855871651426	2.31692145553993	-0.691272979965654	13.7998027308648	-2.85049018428329	7.64735571804336e-34	0.00466934706952788	138.367622795367	3.03408377235086e-43
PRDX6	7.8664495558047	8.26184519393152	-0.824926151487613	136.692359182605	-9.44910464798795	3.71429845067625e-271	1.04013769471696e-18	16310.7245516601	1.69608029007185e-305
MKI67	4.81627327748868	5.25489423231854	-0.915108466911222	51.455631839819	-6.2036874733538	2.05905951850657e-150	1.83765462506401e-09	2154.99657874187	4.32081839005981e-178
TNFSF4	0.197052750811218	0.152508270180763	0.0929345279340428	2.04953950290675	0.864666028789978	0.0412833505996427	0.387916659508956	7.10795923904107	0.00096455649086739
MGMT	0.575668293677995	0.569879240359028	0.0120778810251833	4.69273139664803	0.068856034629421	4.11250445874089e-06	0.945150330960843	21.580877706205	1.76343688071272e-09
9430038I01RIK	1.03476816080121	0.888337145450799	0.305503557205883	6.83127132003925	1.6264787177571	4.72867261647104e-11	0.104903354073997	62.1256586146538	2.7755594932083e-23
GLRX3	7.57166355432806	7.36691244470361	0.427178574036618	106.531082321797	4.27669908663922	1.67833870703841e-239	2.55658346384243e-05	11521.265736222	3.246807442894e-283
MAPK1IP1	1.58263288816565	1.36436219099428	0.455384907767596	6.88664307550194	1.59134715987464	3.38350033607291e-11	0.112590231392168	62.5445658627697	2.06552900754777e-23
PPP2R2D	3.09712087567887	3.08846504401892	0.0180589293624869	16.7836911551442	0.0679430735852349	5.56484854709477e-45	0.945876452183668	272.019870196233	5.61012420732677e-68
BNIP3	6.94014374458482	6.37424537826429	1.18065126786298	37.7963921770488	4.84676103605328	8.72570304907296e-116	2.02131390411282e-06	1637.93493929873	1.26465796994096e-161
PWWP2B	0.426225493165305	0.692848645320352	-0.556264130395423	6.52967440881976	-3.62946499129885	2.83235713025972e-10	0.000334063166347346	22.080959579041	1.13998277379191e-09
UTF1	0.340124122987738	0.0828208082607832	0.536819865257675	0.899015470054648	4.03426739619674	0.369369273421522	6.96411599846118e-05	21.2271045229767	2.40284751611881e-09
TUBGCP2	2.89919242370271	3.15829961578275	-0.540583350382812	16.6739231887931	-1.97585711776439	1.44026433727518e-44	0.0490919075680674	226.916549439535	1.22375784478196e-60
ZFP511	3.20862841627712	3.17015380451213	0.0802707727471162	16.5819484229748	0.290683962592214	3.19468228212101e-44	0.771494957166792	270.525488176556	9.53382836944868e-68
ECHS1	4.80644788518916	4.69503131079875	0.232451845850498	28.2389392836381	0.967946351335854	2.76442141207434e-86	0.33385500479912	802.994815779257	7.92193528423383e-121
PAOX	2.19702930345721	1.90853039503564	0.60190419742631	10.5541874864462	2.30441926365725	2.44827974831223e-22	0.0218856676250423	144.402280375647	1.36871079946508e-44
MTG1	4.18045736443136	3.65324594818761	1.09993748712723	15.6334850180985	3.25876689088776	1.16541822779444e-40	0.00124823523280401	312.630919014272	6.09162186974084e-74
FASL	0.211483645149004	0.0641695427744605	0.307345968982861	0.846682696628613	2.80755105207147	0.39785049286349	0.00532081989227965	11.4181839877168	1.6662237534914e-05
SUCO	1.69211033929922	1.58224948060921	0.229206108058292	12.5712946231909	1.26078092916529	2.24890927585696e-29	0.208372655956141	174.358324147001	6.93449133957536e-51
CYP2E1	1.24472867922415	1.25605181829928	-0.0236238153365993	13.4422682490877	-0.175034412649109	1.56508758708219e-32	0.861171296249603	170.415655582472	4.31961759880267e-50
BET1L	3.06842345551313	3.06820128403377	0.000463523230324713	17.1325361679556	0.00179191628200168	2.70805556700722e-46	0.998571455738958	281.901421063185	1.76365904544277e-69
RIC8	2.62851170454014	2.69718266338261	-0.143270345786446	16.1642645769895	-0.59444311473332	1.18759248746413e-42	0.552666197126362	238.46462368093	1.34311848611051e-62
SIRT3	2.33747938742213	1.88285826397858	0.948490113659207	8.87738379599869	3.09605435734255	6.50058726230695e-17	0.00214741226542423	121.425755515145	2.60978294525488e-39
PSMD13	3.30408657056911	3.31379189813166	-0.0202485251305038	21.4914753410275	-0.0909165180497012	1.4769980927714e-62	0.927619922248335	440.940466470209	7.92095691326884e-90
ATHL1	0.792369284044516	0.865195679126741	-0.151939960962916	6.63249164032167	-0.806385632109301	1.54840995245477e-10	0.420662706137204	35.7551211607568	1.20219137550957e-14
IFITM2	6.85413600743983	5.02534057118678	3.81547249290204	24.9870399524412	13.1342730227674	3.9526967869453e-75	2.07681311887078e-31	1201.56332599811	1.74510065426071e-143
IFITM1	0.227868686922779	-2.60778163292265e-17	0.4754094907022	-3.0970311928765e-16	3.90886440958473	1	0.000114810195707132	14.6720996093718	8.35897469442779e-07
IFITM3	4.5945545895535	2.26531882784815	4.85955662514066	7.80011860863525	11.5844900335709	1.04513742336741e-13	7.09418446431925e-26	307.437755323313	3.29226085398276e-73
PKP3	3.66919296545904	3.8741800357106	-0.427670865992461	18.9529130217461	-1.44848578648004	3.91487210862707e-53	0.148531160929846	310.45204166374	1.2335780709417e-73
SIGIRR	5.30873558335498	4.96616492499821	0.714715762039295	27.9905246387755	2.78889177571125	1.87892398420661e-85	0.00562881238594643	863.601070195477	7.95127853145647e-125
PTDSS2	1.23116574359623	0.925525658204047	0.637666365206722	6.30069857025096	3.00539909434538	1.06098343822396e-09	0.00287749822218285	71.9728325622164	3.10613054738448e-26
RNH1	7.45634852073051	7.2980885969894	0.330182574711658	63.6288930913105	1.99300224465473	1.25405507448891e-175	0.0471716422483411	4060.19052319747	3.88214753104148e-217
PIGC	1.37539677309775	1.17662632221768	0.414700940685044	7.85391297262797	1.91642111212852	7.32949175290529e-14	0.0562665879213377	82.7724038849361	2.52974265895732e-29
RASSF7	1.04182564601879	0.958538790197484	0.173763943799842	6.36635652865472	0.799004692273947	7.29021862182819e-10	0.424923179013003	46.2965261057306	3.07829662631191e-18
PHRF1	3.3042561835114	3.39406716411339	-0.187375427155235	21.7661879542662	-0.831922710062748	1.4530611276382e-63	0.40611780773331	431.5297760788	8.71779385021938e-89
DEAF1	1.18396142875207	1.1174895866615	0.138682260476725	8.20901409978193	0.705304784361719	6.78345304519432e-15	0.481170760645687	72.8862789764481	1.6794125850017e-26
TMEM80	1.02339493045609	0.853567621936706	0.354315967414549	5.49451796932468	1.57903148935832	8.40426245077201e-08	0.115388240137175	42.9202595852642	4.14138899870519e-17
TALDO1	8.38516420503221	8.40370163521327	-0.0386752140468126	129.378747335178	-0.412224162401353	3.78717404376395e-264	0.680471102955945	16002.9901667295	2.83388217708633e-304
PDDC1	2.37836269898971	2.27780831736865	0.20978971705112	14.8635580135586	0.947759631330605	8.79112169639481e-38	0.344018701252779	231.739968306335	1.82808305428651e-61
SLC25A22	0.925693548973631	0.861654322732803	0.133607018775829	8.03760762710862	0.862842254579215	2.15720358457377e-14	0.388917119958485	71.9722430268241	3.1073660879101e-26
RPLP2	11.9043892486366	11.9146085209999	-0.0213207840672191	778.366726941199	-0.964308640931012	0	0.335672012442493	580783.957179902	0
PNPLA2	2.57733476206185	2.59874238090155	-0.0446633774353468	15.2801783502095	-0.18181309367958	2.44920009372322e-39	0.85585284817385	220.544206823298	1.56651471470502e-59
POLR2L	7.17076558091527	7.12083995093237	0.104161386295249	144.111079016199	1.45942337476899	6.64371223479612e-278	0.145500482301921	20224.4753964396	2.55268897236797e-319
TSPAN4	2.73015585410075	1.88379342331762	1.76579212177774	8.44041690500914	5.47745222543911	1.39014475887621e-15	9.17453718318161e-08	158.691451417627	1.14039078291648e-47
CHID1	1.27910608442878	1.15060756350806	0.268090439331011	8.67992302625023	1.40016229037238	2.62286761114841e-16	0.162503566929683	90.3892777935016	2.03997225711019e-31
AP2A2	3.05999673397568	3.38019798466307	-0.668045774815418	35.705243046247	-4.88544893199601	9.66795182341027e-110	1.68627530870885e-06	1015.19194359701	7.28537798415181e-134
TOLLIP	1.6592126734806	1.68838909331927	-0.0608716672893002	10.7707531844233	-0.268842010457234	4.53373221852944e-23	0.788237038275825	107.618788451642	6.45351306213663e-36
MOB2	3.98968086625335	4.08314556678315	-0.194998296069361	17.8300265995015	-0.589517016523042	6.4298824862864e-49	0.555960561410955	291.635554522863	6.3034067803126e-71
CTSD	4.57295980373396	4.37125178331232	0.420829682894057	22.4298957176903	1.49498280656933	5.51364336678162e-66	0.135975661792111	529.841075628133	6.40124299112859e-99
LSP1	6.1013477635183	5.93586981659004	0.34524175977838	29.6087694871599	1.19225105150408	8.17108608486893e-91	0.23411005611047	890.146512265794	1.67478671747334e-126
MRPL23	7.36249875893024	7.29543197495493	0.139923506135531	50.6195062607858	0.672149643435788	1.65697905018397e-148	0.50200851116539	2506.19266968495	2.774983723332e-187
METTL13	1.24236793412186	1.11461534645157	0.266534175715005	8.57799987392682	1.42011109905447	5.35100265420234e-16	0.156619246738379	88.79199199249	5.53425703145087e-31
TSPAN32	3.35974915983986	3.35322161561895	0.0136186174393161	15.1180779754395	0.0425084965880109	9.87873489653814e-39	0.966121767158874	220.330790043324	1.70744438990172e-59
CD81	5.37748462427597	5.0316568733106	0.721511135107603	30.5275859538096	3.03062976651176	8.54219993293769e-94	0.00265425217409555	1026.73686816953	1.67164561752705e-134
TSSC4	2.78984175478848	2.99940429134709	-0.437216802892054	15.1524291623911	-1.52915848620217	7.35216367452091e-39	0.127284472598644	191.910447168259	2.61792002446433e-54
VAMP4	2.37070747360464	2.3516397056919	0.0397816740625525	18.97381192031	0.222215967845654	3.26925682936075e-53	0.824297772384667	351.354180955858	3.6932355661325e-79
NAP1L4	6.10349972149797	6.18637739222251	-0.172910248274222	61.6917345431231	-1.19376737765683	6.65230881731187e-172	0.23351711581871	3558.09087129039	6.5995973180113e-209
CARS	5.38553787143957	5.05037678886616	0.69925693486539	44.2250582537135	4.23925768998069	4.62253555283565e-133	2.99361619498297e-05	2144.67700932142	8.44156373817224e-178
TNFRSF26	4.15496683259894	4.53660473998309	-0.796222972240325	21.3288089092802	-2.59166441548128	5.84863159257193e-62	0.0100210634524508	369.793827303474	1.67213301799085e-81
TNFRSF22	1.33770761068968	1.53383122867454	-0.409178771335319	10.8703975726826	-2.0076562151636	2.07655927551866e-23	0.0455810843114603	88.3229647239131	7.42823928875863e-31
TNFRSF23	0.926845275123483	1.29730144019713	-0.772894157347893	10.9124193931607	-4.50099545047973	1.49260311351827e-23	9.70688499693516e-06	68.496273185695	3.30248530328413e-25
NADSYN1	0.781722648377548	0.924856453388569	-0.298624485274792	6.8030753813189	-1.52077430908985	5.60342158649311e-11	0.129375353904472	32.9074459809496	1.21726696899238e-13
DHCR7	2.15735944209071	2.01782913085241	0.29110640474176	13.5480740073205	1.35317303404486	6.41756312146316e-33	0.177024578149602	202.391121198891	2.86425621086515e-56
CTTN	0.484640031903955	0.538004823482762	-0.11133661552413	5.26207547575808	-0.753906209018698	2.7254346821766e-07	0.451500004347631	21.8602120274346	1.38185568512624e-09
PPFIA1	1.79678787513437	2.03155114958318	-0.48979388194356	16.1023258959749	-2.68771124293436	2.02928086822884e-42	0.00759818404232564	198.374858914634	1.59023818117571e-55
FADD	1.54589392249397	1.71791026758086	-0.358883022123716	14.4823794494527	-2.09459837057539	2.29855859051491e-36	0.0370498292062727	165.284420480434	4.83250056817912e-49
PRRC2C	5.48641217889372	5.54746277664881	-0.127371750712076	98.3077957968723	-1.56269808970275	2.22882013950747e-229	0.119183477259197	9078.48659884817	5.36446489496094e-268
ORAOV1	1.03729039425872	0.901462674487992	0.283381573622375	5.97554099689731	1.30049740481196	6.52570679212922e-09	0.194434002467499	46.2451111669853	3.20150461726077e-18
ARHGEF18	0.21754823960127	0.200656542056572	0.0352416711364193	2.77966778572827	0.337990478208002	0.00578695845258891	0.735608018180453	8.77842111629449	0.000197478015169721
PEX11G	0.307530257789143	0.32394853532722	-0.0342539603312406	3.69337212098504	-0.270374816413121	0.000263129292646886	0.78705881325264	11.8414115552821	1.12517148749248e-05
