KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS	GM20899	LOC100048117	GCK	LDHAL6B	ALDH7A1	ADH1	ADH7	ADH5	ALDH2	ALDH3A1	ALDH3A2	ALDOA	ALDOC	BPGM	DLD	ENO1	ENO2	ENO3	FBP2	FBP1	G6PC	G6PC2	GAPDH	GAPDHS	GPI1	HK1	HK2	LDHA	LDHB	LDHC	PCK1	PDHA1	PDHA2	PFKL	PFKM	PGAM1	PGK1	PGK2	PKM	PKLR	HK3	HKDC1	TPI1	ALDOB	DLAT	ADH4	PDHX	GALM	ALDOART1	GM5506	PGAM2	PFKP	ALDH9A1	ALDH1A3	AKR1A1	ACSS2	ALDH3B2	PGM1	ALDH3B1	PDHB	ACSS1	ADPGK	PGM2	ALDH1B1	1700055N04RIK	PCK2
KEGG_MM_CITRATE_CYCLE	ACLY	ACO1	ACO2	CS	DLD	FH1	IDH1	IDH3G	IDH3B	MDH2	MDH1	OGDH	PCK1	PCX	PDHA1	PDHA2	SUCLA2	SUCLG2	DLAT	OGDHL	4933405O20RIK	IDH2	PDHX	SUCLG1	SDHC	SDHD	SDHA	SDHB	IDH3A	PDHB	CSL	PCK2	DLST
KEGG_MM_PENTOSE_PHOSPHATE_PATHWAY	H6PD	PGD	PRPS2	ALDOA	ALDOC	FBP2	FBP1	G6PD2	G6PDX	GPI1	PFKL	PFKM	PRPS1	RGN	RPIA	TALDO1	TKT	ALDOB	DERA	PRPS1L3	ALDOART1	PFKP	PGLS	RPE	PGM1	RBKS	PGM2	TKTL2	PRPS1L1	TKTL1
KEGG_MM_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	UGT2B38	UGT2B34	XYLB	GUSB	UGT2B37	ALDH2	ALDH3A2	AKR1B3	AKR1B7	AKR1B8	KL	UGP2	UGDH	UGT1A2	UGT2B5	UGT2B36	UGT2B35	UGT1A10	UGT1A7C	UGT1A5	UGT1A9	UGT1A6B	UGT1A1	UGT2A2	RPE	AKR1B10	DCXR	CRYL1	DHDH	UGT2B1	UGT2A3	ALDH1B1	UGT2A1	UGT1A6A
KEGG_MM_FRUCTOSE_AND_MANNOSE_METABOLISM	MPI	ALDOA	ALDOC	AKR1B3	AKR1B7	FBP2	FBP1	AKR1B8	HK1	HK2	KHK	PFKFB3	PFKFB1	PFKFB2	PFKL	PFKM	SORD	HK3	HKDC1	GMDS	MTMR6	TPI1	TSTA3	ALDOB	FUK	PFKFB4	PMM1	9630033F20RIK	GMPPB	ALDOART1	MTMR1	PMM2	MTMR7	PFKP	AKR1B10	GMPPA	PHPT1	FPGT	MTMR2	AKR1C6
KEGG_MM_GALACTOSE_METABOLISM	GCK	GLA	AKR1B3	AKR1B7	GLB1	AKR1B8	G6PC	G6PC2	GAA	GALT	B4GALT1	GALK1	HK1	HK2	LALBA	PFKL	PFKM	HK3	HKDC1	UGP2	LCT	MGAM	B4GALT2	PFKP	PGM1	AKR1B10	GALK2	SIS	PGM2	GALE	GANC
KEGG_MM_ASCORBATE_AND_ALDARATE_METABOLISM	UGT2B38	UGT2B34	ALDH7A1	UGT2B37	ALDH2	ALDH3A2	RGN	UGDH	UGT1A2	UGT2B5	UGT2B36	UGT2B35	GULO	UGT1A10	UGT1A7C	UGT1A5	UGT1A9	UGT1A6B	UGT1A1	UGT2A2	MIOX	ALDH9A1	UGT2B1	UGT2A3	ALDH1B1	UGT2A1	UGT1A6A
KEGG_MM_FATTY_ACID_BIOSYNTHESIS	ACACB	ACACA	FASN	MCAT	OXSM	OLAH
KEGG_MM_FATTY_ACID_METABOLISM	CYP4A32	ACAT1	ACAT2	ALDH7A1	ACADL	ACADM	ACADVL	ACAA1A	ACADS	ACOX1	ADH1	ADH7	ADH5	ALDH2	ALDH3A2	CPT1A	CPT1B	CPT2	CYP4A10	CYP4A12B	CYP4A14	ECI1	ACSL1	HADH	ACSL6	CYP4A29-PS	HADHB	ACAA1B	ECI2	ADH4	GCDH	CYP4A12A	ACSBG2	ACSL5	CYP4A30B-PS	ACSL4	ACAA2	ALDH9A1	CYP4A31	ACADSB	ALDH1B1	EHHADH	ACSL3	CPT1C	ACOX3	ECHS1	ACSBG1	HADHA
KEGG_MM_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES	LOC101056567	ACAT1	ACAT2	HMGCL	HMGCS2	HMGCS1	OXCT2B	OXCT2A	OXCT1	BDH2	BDH1
